customer_id,country,plan_type,tenure_months
439,IN,premium,102
440,GB,standard,77
441,GB,standard,113
442,DE,premium,15
443,US,standard,10
444,GB,standard,93
445,DE,premium,62
446,IN,standard,31
447,GB,premium,10
448,CA,premium,26
449,CA,premium,46
450,IN,standard,29
451,GB,standard,86
452,IN,premium,6
453,CA,standard,79
454,DE,premium,66
455,GB,standard,85
456,GB,premium,32
457,IN,premium,23
458,IN,standard,68
459,DE,premium,33
460,DE,standard,82
461,IN,premium,31
462,DE,premium,74
463,GB,standard,25
464,IN,premium,84
465,IN,premium,94
466,DE,premium,20
467,CA,standard,10
468,GB,premium,75
469,US,standard,60
470,CA,standard,104
471,GB,standard,110
472,CA,premium,17
473,DE,standard,79
474,DE,standard,28
475,DE,premium,74
476,GB,premium,77
477,US,premium,41
478,DE,premium,90
479,US,standard,27
480,DE,premium,18
481,CA,standard,101
482,DE,standard,26
483,DE,standard,52
484,DE,standard,24
485,DE,premium,77
486,GB,premium,34
487,CA,premium,30
488,CA,premium,75
489,IN,standard,97
490,GB,standard,5
491,IN,standard,56
492,IN,premium,62
493,IN,premium,20
494,CA,standard,59
495,GB,premium,44
496,IN,standard,7
497,GB,standard,113
498,CA,standard,4
499,DE,standard,118
500,IN,premium,8
501,DE,standard,45
502,IN,standard,10
503,IN,standard,49
504,IN,premium,103
505,DE,premium,18
506,GB,premium,37
507,DE,premium,11
508,GB,premium,33
509,IN,standard,65
510,DE,premium,25
511,US,premium,92
512,GB,premium,79
513,CA,premium,30
514,DE,standard,104
515,US,standard,69
516,DE,premium,71
517,DE,standard,50
518,GB,premium,45
519,DE,standard,107
520,CA,standard,6
521,GB,standard,32
522,US,premium,37
523,US,standard,106
524,DE,premium,48
525,IN,standard,38
526,IN,premium,51
527,GB,standard,73
528,US,standard,62
529,GB,standard,111
530,IN,standard,60
531,IN,premium,65
532,GB,premium,88
533,US,premium,62
534,US,premium,73
535,DE,premium,92
536,US,standard,38
537,CA,premium,86
538,CA,premium,95
539,DE,premium,75
540,GB,standard,94
541,GB,standard,7
542,DE,premium,40
543,CA,standard,25
544,CA,standard,71
545,US,premium,4
546,US,premium,15
547,IN,premium,91
548,GB,standard,19
549,CA,premium,76
550,DE,standard,45
551,CA,premium,99
552,CA,premium,104
553,IN,premium,42
554,GB,standard,120
555,IN,premium,67
556,DE,standard,20
557,DE,standard,101
558,GB,standard,98
559,DE,premium,19
560,GB,standard,62
561,US,premium,4
562,IN,standard,109
563,IN,premium,52
564,CA,standard,71
565,IN,standard,75
566,US,standard,42
567,GB,premium,106
568,US,standard,95
569,GB,standard,14
570,GB,standard,89
571,GB,standard,28
572,US,standard,93
573,DE,premium,111
574,DE,premium,90
575,US,premium,109
576,CA,standard,86
577,CA,premium,70
578,US,premium,91
579,GB,premium,61
580,CA,premium,68
581,US,standard,89
582,US,standard,38
583,US,premium,44
584,US,premium,116
585,GB,standard,53
586,GB,premium,26
587,GB,standard,11
588,GB,standard,13
589,IN,standard,67
590,GB,premium,28
591,IN,standard,9
592,CA,premium,48
593,DE,standard,88
594,DE,premium,31
595,DE,premium,42
596,CA,standard,32
597,CA,premium,30
598,CA,premium,77
599,US,standard,24
600,GB,standard,81
601,CA,standard,55
602,DE,premium,19
603,IN,standard,103
604,DE,premium,111
605,IN,standard,32
606,US,standard,107
607,CA,premium,28
608,US,premium,74
609,DE,premium,56
610,GB,premium,86
611,US,standard,17
612,CA,standard,114
613,DE,standard,6
614,IN,premium,19
615,GB,premium,46
616,IN,standard,70
617,GB,standard,109
618,GB,standard,107
619,DE,standard,75
620,CA,standard,97
621,CA,standard,34
622,CA,premium,40
623,IN,premium,89
624,DE,premium,34
625,US,premium,111
626,CA,standard,35
627,US,standard,65
628,IN,premium,69
629,CA,premium,52
630,US,premium,45
631,CA,premium,32
632,GB,premium,102
633,CA,premium,30
634,DE,standard,11
635,DE,standard,71
636,CA,premium,114
637,IN,premium,97
638,US,standard,103
639,GB,standard,70
640,GB,standard,24
641,US,premium,46
642,DE,premium,9
643,GB,premium,79
644,GB,premium,49
645,US,premium,52
646,IN,standard,26
647,US,premium,100
648,GB,premium,56
649,US,standard,7
650,CA,standard,46
651,US,premium,38
652,DE,premium,70
653,GB,standard,29
654,CA,premium,78
655,DE,standard,62
656,IN,standard,23
657,IN,premium,66
658,DE,premium,24
659,DE,standard,84
660,GB,premium,109
661,US,standard,49
662,CA,premium,29
663,DE,premium,117
664,GB,standard,11
665,CA,standard,61
666,GB,premium,27
667,US,premium,37
668,US,premium,18
669,US,premium,18
670,DE,standard,97
671,IN,standard,70
672,GB,premium,52
673,IN,premium,98
674,GB,premium,58
675,US,premium,47
676,CA,premium,12
677,GB,standard,24
678,US,premium,77
679,IN,standard,113
680,DE,standard,5
681,DE,standard,19
682,US,premium,3
683,GB,standard,33
684,CA,standard,101
685,CA,premium,102
686,CA,premium,81
687,IN,premium,105
688,US,premium,3
689,IN,premium,13
690,IN,premium,82
691,US,standard,12
692,US,standard,16
693,GB,premium,27
694,IN,standard,15
695,DE,standard,46
696,CA,standard,67
697,CA,standard,118
698,CA,standard,27
699,DE,premium,78
700,DE,premium,35
701,CA,standard,23
702,US,standard,30
703,DE,standard,63
704,US,standard,47
705,GB,standard,62
706,US,standard,16
707,IN,premium,103
708,GB,standard,62
709,DE,standard,10
710,GB,standard,3
711,GB,standard,68
712,GB,standard,67
713,DE,standard,34
714,US,standard,116
715,CA,premium,4
716,GB,standard,98
717,IN,standard,57
718,IN,standard,5
719,CA,standard,27
720,US,standard,7
721,IN,standard,66
722,DE,standard,118
723,CA,premium,50
724,GB,premium,26
725,GB,premium,20
726,IN,standard,88
727,US,standard,118
728,CA,premium,114
729,IN,standard,80
730,DE,premium,56
731,IN,premium,37
732,DE,standard,82
733,GB,premium,78
734,DE,premium,97
735,DE,standard,32
736,DE,premium,99
737,US,standard,64
738,IN,premium,32
739,GB,standard,99
740,CA,premium,69
741,US,premium,69
742,IN,standard,58
743,CA,standard,14
744,CA,standard,65
745,DE,standard,41
746,US,standard,105
747,US,premium,112
748,CA,premium,54
749,CA,premium,39
750,CA,standard,24
751,US,premium,118
752,IN,standard,76
753,US,premium,75
754,CA,premium,73
755,US,premium,89
756,IN,standard,71
757,DE,standard,3
758,DE,premium,23
759,GB,premium,23
760,US,premium,77
761,CA,premium,119
762,US,premium,21
763,GB,standard,78
764,GB,premium,89
765,DE,premium,113
766,DE,standard,51
767,CA,standard,32
768,US,standard,26
769,CA,standard,101
770,GB,premium,50
771,US,standard,63
772,CA,standard,111
773,IN,standard,110
774,US,standard,41
775,GB,standard,56
776,DE,premium,84
777,CA,standard,108
778,US,premium,5
779,CA,standard,15
780,GB,premium,95
781,DE,premium,33
782,GB,premium,76
783,US,premium,44
784,CA,standard,61
785,CA,standard,39
786,CA,standard,38
787,US,standard,9
788,GB,premium,43
789,DE,premium,38
790,GB,premium,61
791,DE,standard,7
792,US,standard,108
793,GB,standard,86
794,IN,standard,34
795,GB,premium,36
796,CA,premium,24
797,CA,standard,42
798,IN,standard,87
799,CA,standard,39
800,CA,premium,76
801,DE,standard,69
802,DE,premium,51
803,US,premium,99
804,US,standard,110
805,US,premium,80
806,GB,premium,2
807,IN,premium,34
808,IN,standard,47
809,DE,premium,52
810,US,premium,114
811,DE,standard,14
812,DE,premium,120
813,US,standard,91
814,DE,premium,85
815,DE,premium,41
816,GB,standard,68
817,IN,premium,25
818,IN,standard,42
819,CA,standard,34
820,CA,standard,49
821,GB,standard,61
822,DE,standard,119
823,GB,standard,100
824,IN,premium,7
825,US,standard,104
826,IN,standard,114
827,DE,premium,54
828,GB,standard,117
829,IN,standard,83
830,DE,standard,64
831,CA,premium,70
832,DE,premium,39
833,CA,standard,93
834,GB,premium,73
835,US,premium,5
836,CA,standard,73
837,US,standard,61
838,US,standard,69
839,CA,premium,78
840,US,standard,3
841,CA,premium,25
842,DE,standard,101
843,DE,standard,44
844,IN,premium,116
845,GB,standard,34
846,CA,premium,20
847,GB,premium,75
848,GB,standard,76
849,CA,standard,106
850,IN,standard,99
851,IN,premium,95
852,US,standard,62
853,GB,premium,7
854,DE,standard,51
855,DE,standard,60
856,US,standard,80
857,CA,premium,92
858,IN,premium,93
859,DE,premium,13
860,CA,standard,25
861,DE,standard,74
862,CA,standard,5
863,CA,standard,60
864,GB,standard,93
865,GB,premium,8
866,CA,premium,108
867,DE,standard,61
868,IN,standard,23
869,IN,standard,59
870,IN,standard,21
871,US,premium,4
872,GB,standard,16
873,IN,standard,99
874,DE,premium,7
875,US,standard,80
876,IN,standard,47
877,DE,standard,111
878,GB,standard,36
879,DE,standard,104
880,US,standard,41
881,US,standard,76
882,GB,standard,107
883,DE,premium,50
884,IN,standard,55
885,CA,standard,20
886,DE,standard,57
887,US,premium,62
888,US,premium,3
889,DE,standard,98
890,GB,premium,16
891,US,standard,32
892,GB,standard,60
893,CA,premium,74
894,GB,premium,103
895,CA,premium,98
896,GB,standard,102
897,DE,premium,83
898,CA,standard,93
899,CA,standard,8
900,IN,premium,82
901,GB,premium,6
902,GB,standard,64
903,DE,premium,38
904,IN,premium,9
905,DE,premium,57
906,GB,standard,30
907,US,premium,43
908,IN,premium,35
909,DE,standard,105
910,CA,premium,4
911,US,premium,71
912,US,premium,61
913,GB,standard,53
914,IN,premium,109
915,DE,standard,47
916,GB,premium,30
917,GB,premium,101
918,US,premium,32
919,US,premium,25
920,IN,premium,31
921,DE,premium,22
922,GB,standard,96
923,IN,standard,92
924,IN,standard,86
925,GB,premium,109
926,IN,premium,68
927,GB,standard,19
928,DE,premium,29
929,IN,standard,94
930,IN,premium,76
931,GB,standard,84
932,IN,standard,63
933,GB,standard,92
934,CA,premium,89
935,GB,standard,105
936,IN,premium,91
937,US,standard,105
938,CA,premium,28
939,CA,premium,111
940,GB,premium,57
941,DE,standard,27
942,GB,standard,51
943,DE,standard,64
944,DE,standard,67
945,DE,premium,116
946,DE,standard,102
947,DE,premium,92
948,IN,premium,58
949,US,premium,14
950,CA,standard,2
951,IN,standard,30
952,CA,premium,63
953,DE,standard,21
954,DE,premium,112
955,DE,standard,29
956,CA,standard,109
957,CA,standard,60
958,GB,premium,68
959,US,standard,73
960,GB,premium,112
961,DE,premium,37
962,GB,premium,50
963,IN,premium,13
964,IN,standard,14
965,DE,standard,111
966,US,standard,79
967,IN,standard,93
968,US,standard,38
969,GB,standard,119
970,US,premium,80
971,DE,premium,111
972,US,standard,56
973,US,premium,104
974,CA,standard,22
975,DE,standard,6
976,CA,premium,12
977,DE,premium,74
978,GB,standard,98
979,GB,standard,24
980,IN,premium,8
981,DE,premium,51
982,US,standard,104
983,US,premium,103
984,GB,standard,51
985,DE,standard,61
986,CA,premium,42
987,IN,standard,7
988,IN,standard,119
989,DE,premium,84
990,GB,standard,109
991,DE,premium,3
992,DE,premium,47
993,DE,premium,112
994,CA,premium,59
995,GB,standard,118
996,DE,standard,37
997,GB,standard,22
998,GB,standard,105
999,GB,standard,83
1000,US,standard,81
1001,GB,standard,74
1002,US,premium,6
1003,US,premium,94
1004,GB,premium,14
1005,IN,standard,101
1006,DE,premium,73
1007,CA,premium,8
1008,IN,standard,91
1009,DE,standard,7
1010,DE,premium,66
1011,DE,standard,27
1012,CA,premium,78
1013,CA,standard,52
1014,CA,standard,62
1015,DE,premium,80
1016,DE,standard,77
1017,US,standard,49
1018,GB,standard,87
1019,IN,premium,20
1020,IN,standard,32
1021,IN,premium,30
1022,IN,standard,52
1023,CA,premium,3
1024,GB,standard,62
1025,DE,standard,58
1026,CA,premium,34
1027,IN,premium,52
1028,IN,standard,37
1029,CA,premium,102
1030,GB,premium,19
1031,GB,premium,45
1032,IN,standard,102
1033,IN,premium,87
1034,CA,standard,109
1035,IN,premium,52
1036,GB,premium,48
1037,IN,standard,33
1038,US,standard,34
1039,US,premium,66
1040,GB,standard,75
1041,CA,premium,52
1042,US,premium,48
1043,CA,premium,94
1044,IN,standard,118
1045,IN,standard,116
1046,GB,premium,3
1047,DE,standard,55
1048,CA,premium,65
1049,GB,premium,63
1050,GB,standard,74
1051,US,premium,62
1052,IN,premium,84
1053,IN,premium,20
1054,IN,premium,117
1055,CA,premium,79
1056,DE,premium,21
1057,DE,premium,12
1058,IN,standard,107
1059,CA,standard,103
1060,IN,standard,43
1061,US,standard,29
1062,GB,standard,40
1063,CA,premium,68
1064,GB,standard,81
1065,IN,premium,65
1066,CA,premium,16
1067,US,standard,94
1068,CA,premium,104
1069,IN,standard,58
1070,GB,premium,31
1071,IN,premium,50
1072,IN,premium,31
1073,US,standard,104
1074,GB,premium,84
1075,DE,premium,95
1076,CA,standard,61
1077,DE,standard,26
1078,DE,standard,115
1079,CA,standard,35
1080,CA,premium,17
1081,US,premium,22
1082,GB,standard,94
1083,IN,premium,110
1084,DE,premium,117
1085,IN,premium,79
1086,US,standard,113
1087,US,premium,87
1088,US,standard,19
1089,CA,premium,75
1090,IN,standard,100
1091,US,premium,42
1092,DE,premium,20
1093,GB,standard,107
1094,IN,standard,82
1095,GB,standard,81
1096,DE,premium,96
1097,DE,premium,29
1098,US,standard,79
1099,CA,premium,87
1100,GB,standard,116
1101,GB,premium,91
1102,DE,premium,12
1103,GB,standard,92
1104,GB,premium,50
1105,CA,premium,112
1106,CA,premium,29
1107,US,standard,113
1108,US,premium,62
1109,CA,standard,39
1110,DE,premium,58
1111,DE,standard,78
1112,US,standard,65
1113,CA,premium,96
1114,GB,standard,30
1115,IN,standard,13
1116,US,standard,81
1117,GB,standard,24
1118,CA,premium,43
1119,IN,standard,96
1120,DE,standard,109
1121,IN,premium,110
1122,CA,standard,28
1123,GB,standard,95
1124,US,standard,29
1125,DE,premium,75
1126,IN,standard,22
1127,IN,standard,50
1128,DE,standard,17
1129,DE,standard,15
1130,IN,standard,84
1131,GB,standard,93
1132,CA,standard,21
1133,GB,premium,59
1134,GB,premium,40
1135,GB,premium,75
1136,CA,premium,69
1137,CA,premium,33
1138,US,standard,91
1139,CA,standard,94
1140,DE,premium,71
1141,IN,premium,110
1142,IN,premium,110
1143,DE,standard,16
1144,CA,standard,13
1145,GB,premium,39
1146,GB,standard,113
1147,US,premium,120
1148,IN,premium,68
1149,IN,standard,55
1150,CA,premium,109
1151,DE,premium,9
1152,GB,premium,117
1153,IN,standard,50
1154,GB,standard,59
1155,IN,standard,108
1156,US,standard,28
1157,US,standard,43
1158,DE,standard,56
1159,IN,premium,29
1160,IN,standard,91
1161,IN,premium,114
1162,DE,premium,97
1163,DE,premium,84
1164,IN,premium,58
1165,GB,premium,94
1166,CA,standard,68
1167,DE,premium,37
1168,US,premium,97
1169,GB,premium,1
1170,CA,standard,38
1171,GB,premium,20
1172,DE,premium,100
1173,US,standard,2
1174,GB,premium,55
1175,US,standard,15
1176,GB,premium,16
1177,CA,standard,38
1178,US,standard,26
1179,US,premium,7
1180,CA,standard,61
1181,DE,premium,86
1182,GB,premium,114
1183,GB,premium,61
1184,CA,premium,93
1185,US,standard,7
1186,CA,standard,5
1187,DE,premium,115
1188,CA,standard,104
1189,DE,premium,118
1190,US,standard,101
1191,CA,standard,39
1192,GB,standard,36
1193,US,premium,54
1194,US,premium,22
1195,IN,premium,44
1196,CA,premium,43
1197,DE,premium,51
1198,IN,standard,38
1199,IN,standard,83
1200,CA,premium,62
