session_id,user_id,session_start,channel,topic,end_status
229,2,2026-05-06T17:11,api,health,abandoned
230,9,2026-07-14T09:31,web,billing,resolved
231,332,2026-06-02T22:57,mobile,account,resolved
232,299,2026-07-12T15:10,web,education,abandoned
233,477,2026-04-05T21:12,web,safety,resolved
234,532,2026-01-27T15:00,api,technical,resolved
235,132,2026-07-12T12:20,api,billing,resolved
236,572,2026-07-09T07:03,web,billing,resolved
237,214,2026-07-12T11:09,api,account,resolved
238,117,2026-01-04T15:50,mobile,education,resolved
239,288,2026-06-02T03:55,mobile,education,abandoned
240,220,2026-07-05T11:59,api,account,resolved
241,577,2026-06-16T18:34,api,safety,abandoned
242,29,2026-01-21T22:56,web,billing,resolved
243,498,2026-01-16T13:42,api,health,resolved
244,13,2026-05-28T11:28,api,safety,resolved
245,566,2026-03-17T09:52,mobile,technical,resolved
246,493,2026-05-08T18:40,mobile,account,abandoned
247,473,2026-04-27T03:27,api,safety,escalated
248,308,2026-07-02T08:30,web,billing,resolved
249,556,2026-07-21T05:26,mobile,billing,resolved
250,16,2026-01-26T02:08,api,health,resolved
251,185,2026-01-13T15:08,api,safety,resolved
252,425,2026-06-04T04:46,api,education,resolved
253,298,2026-02-21T23:39,mobile,billing,abandoned
254,539,2026-02-27T02:57,api,billing,abandoned
255,233,2026-06-02T20:39,api,health,resolved
256,259,2026-03-10T06:50,api,safety,resolved
257,81,2026-04-26T22:26,api,health,resolved
258,389,2026-07-22T10:38,mobile,education,abandoned
259,548,2026-05-06T21:33,web,technical,resolved
260,477,2026-05-26T05:23,api,education,resolved
261,314,2026-02-16T00:01,mobile,billing,abandoned
262,353,2026-07-12T04:47,web,safety,resolved
263,205,2026-05-04T04:41,mobile,account,resolved
264,227,2026-05-21T21:34,mobile,education,resolved
265,421,2026-04-01T14:12,api,health,escalated
266,154,2026-05-22T19:06,api,safety,resolved
267,172,2026-06-12T18:49,api,account,resolved
268,580,2026-05-31T11:57,mobile,health,resolved
269,321,2026-04-06T10:19,web,education,resolved
270,63,2026-07-18T20:47,mobile,safety,resolved
271,238,2026-05-25T09:51,mobile,safety,resolved
272,358,2026-06-18T14:40,web,safety,resolved
273,235,2026-06-20T05:48,api,technical,escalated
274,520,2026-03-19T20:23,api,safety,resolved
275,179,2026-03-27T16:30,web,technical,resolved
276,295,2026-04-05T15:46,web,safety,resolved
277,6,2026-06-24T22:26,mobile,billing,resolved
278,444,2026-06-05T05:35,mobile,safety,resolved
279,360,2026-07-09T22:53,web,safety,resolved
280,487,2026-05-27T10:20,api,safety,resolved
281,18,2026-07-17T21:13,api,technical,resolved
282,162,2026-07-25T21:05,mobile,health,resolved
283,419,2026-06-27T18:43,mobile,account,abandoned
284,510,2026-04-30T04:55,mobile,billing,resolved
285,486,2026-02-17T10:57,mobile,education,resolved
286,69,2026-07-22T19:10,api,education,abandoned
287,446,2026-07-08T16:36,mobile,technical,resolved
288,104,2026-02-21T03:19,api,account,resolved
289,554,2026-06-23T12:20,mobile,health,resolved
290,445,2026-05-01T18:14,web,education,resolved
291,550,2026-03-18T12:37,api,safety,resolved
292,206,2026-07-14T15:44,web,account,resolved
293,572,2026-04-07T06:58,web,technical,resolved
294,251,2026-04-06T02:14,api,education,resolved
295,481,2026-03-31T10:59,web,health,escalated
296,575,2026-07-06T16:49,web,account,abandoned
297,199,2026-06-20T23:33,mobile,safety,resolved
298,343,2026-05-29T19:12,api,safety,resolved
299,60,2026-02-24T10:15,api,health,resolved
300,168,2026-03-15T03:54,api,safety,resolved
301,406,2026-04-19T18:27,mobile,health,resolved
302,436,2026-05-01T12:17,api,education,escalated
303,387,2026-07-25T15:15,mobile,safety,resolved
304,13,2026-03-20T22:41,api,technical,resolved
305,121,2026-02-06T04:15,mobile,safety,escalated
306,250,2026-05-10T23:15,api,technical,escalated
307,520,2026-01-20T22:13,api,safety,resolved
308,362,2026-05-28T07:07,web,education,resolved
309,275,2026-07-22T00:48,web,safety,resolved
310,205,2026-06-05T02:46,mobile,education,resolved
311,20,2026-06-14T05:44,web,health,escalated
312,587,2026-06-15T08:13,mobile,education,abandoned
313,456,2026-05-21T16:27,web,technical,resolved
314,16,2026-01-06T18:50,mobile,safety,resolved
315,71,2026-02-19T14:26,web,technical,resolved
316,115,2026-04-20T13:11,web,technical,abandoned
317,125,2026-07-22T10:18,api,technical,abandoned
318,596,2026-06-28T22:29,mobile,health,abandoned
319,355,2026-01-25T05:54,api,billing,resolved
320,500,2026-03-16T01:50,api,account,resolved
321,437,2026-05-07T18:38,web,safety,abandoned
322,503,2026-04-07T16:09,api,technical,abandoned
323,550,2026-07-25T07:28,web,health,abandoned
324,330,2026-05-13T12:41,mobile,technical,resolved
325,293,2026-03-30T23:54,web,education,resolved
326,158,2026-06-01T07:01,mobile,technical,abandoned
327,394,2026-03-31T02:58,web,health,abandoned
328,154,2026-06-07T22:08,api,education,escalated
329,539,2026-01-27T22:13,web,technical,resolved
330,73,2026-06-05T22:50,api,account,resolved
331,582,2026-02-23T18:15,api,safety,resolved
332,407,2026-05-02T06:32,mobile,account,resolved
333,77,2026-05-05T13:50,mobile,health,escalated
334,53,2026-05-18T16:30,mobile,technical,abandoned
335,569,2026-05-15T17:39,mobile,technical,resolved
336,87,2026-07-24T17:19,web,technical,resolved
337,503,2026-03-16T16:09,api,account,abandoned
338,523,2026-02-03T23:27,mobile,education,resolved
339,527,2026-01-08T22:01,mobile,health,abandoned
340,403,2026-01-10T10:57,web,safety,resolved
341,170,2026-01-28T15:53,mobile,billing,resolved
342,231,2026-01-03T01:42,api,account,abandoned
343,229,2026-02-26T14:42,mobile,technical,resolved
344,389,2026-06-17T17:20,mobile,technical,abandoned
345,234,2026-07-13T09:07,mobile,health,abandoned
346,438,2026-07-16T05:35,mobile,health,resolved
347,424,2026-05-22T08:44,api,education,escalated
348,242,2026-04-28T17:22,api,safety,resolved
349,57,2026-04-06T09:51,api,technical,resolved
350,118,2026-06-21T10:58,api,education,abandoned
351,44,2026-03-30T15:12,mobile,billing,abandoned
352,524,2026-03-17T17:59,mobile,billing,resolved
353,466,2026-02-05T22:54,mobile,safety,abandoned
354,558,2026-02-10T14:28,mobile,health,abandoned
355,157,2026-01-22T16:09,api,health,resolved
356,193,2026-06-08T17:36,mobile,health,abandoned
357,537,2026-07-02T04:21,web,safety,resolved
358,47,2026-06-22T23:57,mobile,technical,resolved
359,460,2026-04-24T09:18,mobile,technical,abandoned
360,16,2026-02-20T04:28,mobile,account,resolved
361,79,2026-03-02T13:32,mobile,technical,resolved
362,318,2026-05-25T07:19,api,billing,resolved
363,504,2026-03-03T06:58,api,safety,resolved
364,406,2026-01-01T04:44,mobile,account,escalated
365,268,2026-02-24T01:17,mobile,billing,resolved
366,351,2026-07-02T20:00,api,technical,resolved
367,81,2026-04-22T17:58,mobile,safety,resolved
368,53,2026-01-08T20:46,mobile,safety,resolved
369,516,2026-04-12T13:54,mobile,safety,resolved
370,16,2026-04-24T15:41,api,account,resolved
371,223,2026-05-27T15:39,api,education,resolved
372,137,2026-01-31T21:46,mobile,safety,resolved
373,267,2026-06-28T18:19,web,education,resolved
374,397,2026-04-05T06:14,mobile,health,escalated
375,4,2026-07-22T17:52,api,education,resolved
376,339,2026-01-01T17:31,api,health,resolved
377,557,2026-07-03T13:42,mobile,health,resolved
378,299,2026-05-29T08:49,web,billing,resolved
379,439,2026-02-23T18:12,web,billing,resolved
380,238,2026-07-07T17:58,web,account,abandoned
381,50,2026-01-20T12:19,web,education,abandoned
382,527,2026-07-13T05:11,api,billing,escalated
383,148,2026-06-03T19:52,mobile,safety,escalated
384,513,2026-03-26T22:50,mobile,technical,resolved
385,544,2026-04-28T03:51,web,technical,abandoned
386,110,2026-05-05T23:42,web,education,resolved
387,62,2026-01-26T13:27,web,account,resolved
388,168,2026-03-02T20:31,mobile,health,abandoned
389,64,2026-04-09T10:10,api,health,resolved
390,49,2026-07-04T04:42,api,account,resolved
391,34,2026-06-12T10:30,web,health,resolved
392,198,2026-07-12T04:24,api,safety,resolved
393,333,2026-07-21T18:58,mobile,technical,resolved
394,379,2026-02-16T05:07,web,education,abandoned
395,243,2026-01-17T17:30,api,health,abandoned
396,76,2026-06-23T21:14,mobile,technical,escalated
397,483,2026-01-10T12:23,web,billing,resolved
398,341,2026-03-02T20:34,web,technical,resolved
399,447,2026-04-18T07:18,web,technical,abandoned
400,247,2026-06-30T01:00,mobile,technical,resolved
401,206,2026-05-05T03:40,mobile,account,resolved
402,103,2026-02-02T23:37,api,health,resolved
403,259,2026-01-20T06:15,api,billing,resolved
404,226,2026-03-22T10:06,web,education,resolved
405,113,2026-01-05T21:23,api,health,abandoned
406,467,2026-06-08T18:05,web,account,resolved
407,367,2026-05-18T12:51,web,billing,resolved
408,67,2026-07-06T05:40,web,health,abandoned
409,310,2026-05-31T04:24,mobile,education,resolved
410,546,2026-05-28T15:30,mobile,billing,resolved
411,212,2026-07-22T00:19,mobile,technical,resolved
412,526,2026-07-02T11:37,web,billing,resolved
413,250,2026-02-03T00:24,web,account,resolved
414,145,2026-06-11T04:21,api,billing,resolved
415,257,2026-05-17T11:37,mobile,billing,resolved
416,234,2026-01-17T17:37,api,billing,escalated
417,75,2026-07-20T16:43,api,education,abandoned
418,523,2026-07-21T05:01,web,billing,resolved
419,440,2026-06-28T17:31,web,technical,resolved
420,312,2026-06-19T09:25,api,safety,resolved
421,436,2026-05-07T01:44,api,safety,escalated
422,275,2026-04-09T02:16,api,account,resolved
423,516,2026-01-11T04:41,web,technical,resolved
424,433,2026-02-14T13:14,mobile,technical,resolved
425,54,2026-07-06T10:18,api,safety,resolved
426,546,2026-05-17T08:24,api,billing,resolved
427,211,2026-05-24T01:31,web,safety,resolved
428,552,2026-06-15T15:38,mobile,education,resolved
429,87,2026-02-13T04:54,web,technical,abandoned
430,299,2026-03-04T02:48,api,education,resolved
431,436,2026-05-02T15:32,api,education,resolved
432,461,2026-02-02T05:39,web,health,resolved
433,101,2026-01-31T04:18,web,education,abandoned
434,8,2026-06-26T17:47,web,account,resolved
435,473,2026-03-12T17:55,web,technical,resolved
436,234,2026-02-07T20:09,api,safety,escalated
437,289,2026-04-29T11:59,mobile,health,resolved
438,73,2026-05-08T02:34,mobile,health,resolved
439,330,2026-02-07T16:20,api,account,abandoned
440,413,2026-02-04T20:38,mobile,billing,abandoned
441,143,2026-03-23T01:25,api,safety,resolved
442,281,2026-03-05T00:38,mobile,education,resolved
443,249,2026-01-23T10:24,mobile,billing,abandoned
444,12,2026-01-14T01:35,api,technical,abandoned
445,243,2026-01-11T06:57,mobile,account,abandoned
446,242,2026-05-16T15:52,mobile,health,escalated
447,97,2026-06-27T00:56,api,billing,resolved
448,321,2026-05-31T10:27,api,safety,resolved
449,552,2026-02-06T00:58,api,billing,resolved
450,384,2026-05-02T04:22,web,health,resolved
451,153,2026-03-19T06:53,mobile,account,escalated
452,564,2026-01-27T23:59,api,account,resolved
453,22,2026-04-27T09:55,api,health,abandoned
454,251,2026-03-18T22:28,web,technical,resolved
455,530,2026-07-21T06:59,web,safety,resolved
456,79,2026-04-28T03:06,api,safety,resolved
457,123,2026-02-16T14:07,web,health,resolved
458,169,2026-03-28T18:39,mobile,billing,abandoned
459,253,2026-05-25T11:11,mobile,safety,resolved
460,208,2026-01-23T18:20,mobile,education,resolved
461,80,2026-07-12T18:11,api,health,abandoned
462,417,2026-05-26T04:50,api,billing,resolved
463,104,2026-07-03T16:58,mobile,safety,resolved
464,538,2026-05-30T20:03,web,technical,abandoned
465,236,2026-05-23T20:54,api,health,resolved
466,326,2026-01-23T23:11,mobile,safety,resolved
467,104,2026-01-08T22:50,web,safety,escalated
468,572,2026-03-12T22:00,api,account,abandoned
469,577,2026-04-29T17:40,api,safety,resolved
470,266,2026-03-10T13:40,web,technical,resolved
471,193,2026-01-01T06:14,mobile,health,abandoned
472,5,2026-01-22T16:42,mobile,education,resolved
473,348,2026-06-25T03:55,api,account,resolved
474,336,2026-06-07T08:36,mobile,billing,resolved
475,566,2026-05-24T11:36,web,safety,resolved
476,573,2026-01-10T03:05,web,safety,resolved
477,266,2026-06-28T05:40,api,safety,resolved
478,316,2026-02-28T08:58,mobile,health,resolved
479,286,2026-05-17T11:52,api,account,resolved
480,208,2026-07-20T21:47,web,education,abandoned
481,128,2026-03-28T18:16,mobile,billing,resolved
482,228,2026-07-21T19:01,mobile,account,escalated
483,461,2026-05-05T13:58,mobile,safety,resolved
484,268,2026-03-22T05:32,mobile,education,resolved
485,88,2026-05-29T01:02,mobile,safety,escalated
486,125,2026-06-07T02:25,web,safety,resolved
487,146,2026-03-14T08:05,mobile,account,resolved
488,585,2026-04-11T10:09,web,billing,escalated
489,274,2026-04-03T01:07,api,safety,resolved
490,309,2026-02-13T03:06,web,education,resolved
491,273,2026-06-29T15:31,mobile,safety,resolved
492,416,2026-06-03T05:05,web,account,escalated
493,298,2026-01-27T19:39,mobile,technical,resolved
494,276,2026-07-07T11:02,api,billing,abandoned
495,341,2026-06-24T13:32,web,technical,resolved
496,57,2026-03-05T15:09,api,account,resolved
497,1,2026-05-30T15:14,api,account,abandoned
498,548,2026-02-25T05:03,mobile,account,resolved
499,518,2026-06-28T16:02,api,education,abandoned
500,370,2026-06-02T08:17,api,account,resolved
501,475,2026-07-06T23:19,api,billing,abandoned
502,391,2026-03-25T17:11,mobile,health,resolved
503,332,2026-04-17T12:12,web,health,resolved
504,398,2026-02-25T15:08,mobile,education,abandoned
505,317,2026-01-21T11:01,api,account,resolved
506,298,2026-01-05T05:00,api,technical,resolved
507,397,2026-07-18T03:26,api,education,resolved
508,218,2026-02-17T05:22,api,account,abandoned
509,555,2026-01-10T09:46,web,account,resolved
510,551,2026-06-15T06:36,mobile,account,resolved
511,362,2026-05-18T02:06,mobile,billing,resolved
512,94,2026-02-14T15:33,api,health,resolved
513,523,2026-01-26T13:38,mobile,safety,escalated
514,76,2026-05-10T10:47,mobile,health,resolved
515,26,2026-04-18T06:53,web,billing,resolved
516,216,2026-05-18T07:19,api,education,escalated
517,3,2026-01-29T06:14,web,health,resolved
518,263,2026-03-14T02:43,api,technical,resolved
519,378,2026-05-21T00:26,api,technical,resolved
520,220,2026-04-01T08:08,api,account,resolved
521,588,2026-01-05T18:23,web,technical,escalated
522,326,2026-06-18T19:24,api,technical,resolved
523,350,2026-04-12T15:49,web,account,escalated
524,272,2026-03-19T03:15,api,billing,escalated
525,123,2026-04-18T16:29,api,education,resolved
526,425,2026-02-05T10:08,api,health,resolved
527,212,2026-05-08T05:33,web,education,resolved
528,456,2026-02-06T00:31,api,technical,abandoned
529,441,2026-02-27T16:41,api,education,abandoned
530,61,2026-06-09T17:50,api,health,resolved
531,365,2026-05-26T15:11,web,billing,resolved
532,9,2026-01-23T15:24,web,safety,resolved
533,494,2026-01-31T06:14,api,education,escalated
534,209,2026-01-18T13:38,web,billing,resolved
535,236,2026-02-09T01:07,web,health,resolved
536,390,2026-04-23T05:00,mobile,billing,abandoned
537,206,2026-03-05T21:11,mobile,health,resolved
538,541,2026-07-09T19:53,mobile,safety,escalated
539,116,2026-07-09T00:53,mobile,health,resolved
540,309,2026-06-27T18:14,web,education,resolved
541,184,2026-02-08T14:11,api,education,resolved
542,231,2026-03-24T15:27,mobile,safety,abandoned
543,492,2026-07-24T16:05,api,health,resolved
544,185,2026-03-20T04:20,mobile,billing,resolved
545,256,2026-01-24T08:34,mobile,account,escalated
546,19,2026-07-25T02:48,mobile,account,resolved
547,366,2026-03-08T12:11,api,health,resolved
548,221,2026-07-24T23:34,web,technical,resolved
549,541,2026-05-23T22:44,api,safety,abandoned
550,537,2026-06-23T06:39,api,education,resolved
551,61,2026-06-07T15:40,mobile,account,resolved
552,171,2026-05-29T08:59,api,technical,resolved
553,299,2026-07-12T14:50,mobile,education,escalated
554,544,2026-04-08T18:29,mobile,billing,resolved
555,93,2026-06-26T06:31,api,safety,resolved
556,331,2026-01-09T07:34,mobile,billing,resolved
557,505,2026-06-04T11:43,api,account,resolved
558,205,2026-02-15T11:07,web,technical,resolved
559,137,2026-06-04T03:37,api,billing,resolved
560,41,2026-01-13T20:04,web,health,resolved
561,337,2026-05-22T13:58,web,safety,escalated
562,172,2026-05-21T12:11,mobile,health,resolved
563,481,2026-01-30T03:26,mobile,safety,resolved
564,177,2026-02-03T09:38,web,education,resolved
565,465,2026-06-04T17:54,api,technical,abandoned
566,210,2026-01-27T21:21,api,technical,escalated
567,588,2026-07-25T17:09,mobile,safety,resolved
568,466,2026-04-16T05:12,mobile,technical,resolved
569,66,2026-03-07T20:29,api,health,resolved
570,308,2026-05-12T03:44,web,account,resolved
571,122,2026-03-15T13:21,api,safety,resolved
572,542,2026-02-06T01:10,web,safety,resolved
