user_id,signup_date,plan_type,language,country,age_group
144,2025-05-13,free,en,CA,25-34
145,2025-02-07,free,en,DE,45-54
146,2026-05-03,free,ja,IL,45-54
147,2025-02-11,enterprise,es,DE,45-54
148,2026-03-16,free,fr,DE,35-44
149,2026-01-05,free,en,IL,18-24
150,2026-06-26,enterprise,en,GB,55+
151,2026-04-07,free,en,IN,18-24
152,2025-01-28,free,es,GB,25-34
153,2026-07-12,premium,en,US,45-54
154,2025-10-02,enterprise,fr,US,35-44
155,2025-09-09,free,en,CA,25-34
156,2026-01-05,enterprise,fr,DE,35-44
157,2026-04-25,free,en,IL,25-34
158,2026-05-26,premium,en,DE,18-24
159,2026-01-02,free,de,DE,55+
160,2025-01-11,free,en,IN,45-54
161,2026-04-18,premium,de,IL,55+
162,2026-03-26,premium,ja,DE,25-34
163,2025-01-20,premium,en,DE,45-54
164,2025-01-05,free,fr,US,55+
165,2025-12-26,free,es,GB,18-24
166,2025-06-13,free,en,CA,18-24
167,2025-01-15,premium,en,CA,35-44
168,2025-11-14,premium,en,US,55+
169,2025-08-02,premium,en,GB,35-44
170,2025-03-03,premium,he,GB,45-54
171,2026-02-09,free,ja,US,18-24
172,2026-03-10,free,es,GB,55+
173,2025-06-19,premium,en,CA,35-44
174,2025-06-19,free,fr,CA,35-44
175,2026-06-05,free,en,GB,45-54
176,2026-07-06,free,fr,US,18-24
177,2025-06-13,free,en,IN,45-54
178,2025-05-20,premium,en,IL,45-54
179,2026-07-11,free,en,IL,18-24
180,2026-05-20,enterprise,he,GB,25-34
181,2025-12-10,premium,de,IN,45-54
182,2026-04-28,enterprise,en,US,55+
183,2026-06-05,free,de,IN,18-24
184,2026-01-30,free,en,GB,18-24
185,2025-01-21,free,he,IN,25-34
186,2025-10-11,enterprise,de,US,25-34
187,2025-09-29,premium,es,IL,45-54
188,2025-03-06,free,fr,GB,18-24
189,2025-02-03,free,fr,IN,18-24
190,2025-09-18,free,en,DE,18-24
191,2026-03-26,free,he,DE,25-34
192,2025-04-14,free,ja,IL,18-24
193,2026-04-08,premium,es,US,45-54
194,2025-03-02,free,en,IN,18-24
195,2026-06-16,premium,es,CA,18-24
196,2026-05-16,enterprise,de,IL,45-54
197,2026-05-08,premium,en,CA,35-44
198,2026-01-18,free,he,IL,18-24
199,2026-01-23,free,en,IN,35-44
200,2025-01-14,free,he,DE,25-34
201,2026-07-06,free,en,DE,35-44
202,2026-05-26,premium,ja,IL,18-24
203,2025-02-15,premium,en,US,25-34
204,2025-05-15,free,en,CA,18-24
205,2026-06-18,premium,es,CA,45-54
206,2025-09-21,free,he,CA,25-34
207,2025-10-16,free,de,GB,35-44
208,2025-12-19,premium,fr,CA,18-24
209,2025-12-29,premium,en,IL,35-44
210,2025-09-17,free,en,US,35-44
211,2025-03-05,enterprise,en,CA,55+
212,2025-06-20,enterprise,de,GB,35-44
213,2025-01-23,free,en,US,35-44
214,2025-04-23,free,de,GB,45-54
215,2025-08-23,enterprise,en,IL,45-54
216,2025-12-03,free,es,IN,25-34
217,2025-01-25,premium,en,CA,45-54
218,2025-03-27,premium,en,IL,25-34
219,2026-03-17,enterprise,en,IN,18-24
220,2026-02-10,premium,fr,IL,35-44
221,2026-03-19,premium,en,DE,55+
222,2025-10-30,free,en,GB,18-24
223,2026-06-01,free,es,GB,55+
224,2025-01-23,enterprise,fr,IN,45-54
225,2025-03-23,free,en,DE,45-54
226,2025-04-15,enterprise,en,US,35-44
227,2025-05-20,enterprise,en,IL,25-34
228,2025-04-02,premium,en,CA,25-34
229,2026-03-25,premium,fr,IL,25-34
230,2026-04-07,free,en,DE,45-54
231,2025-01-27,premium,es,IN,45-54
232,2026-05-27,free,ja,DE,35-44
233,2025-07-13,premium,en,GB,18-24
234,2025-08-19,enterprise,en,CA,35-44
235,2025-11-05,enterprise,en,GB,35-44
236,2025-10-08,premium,en,US,35-44
237,2025-02-25,free,fr,GB,18-24
238,2026-05-01,premium,es,CA,25-34
239,2025-07-29,free,en,US,45-54
240,2026-06-19,free,fr,IN,35-44
241,2026-04-29,enterprise,de,GB,55+
242,2026-05-14,free,en,IL,55+
243,2025-11-08,premium,fr,IL,35-44
244,2025-04-25,enterprise,en,GB,25-34
245,2025-05-17,free,de,DE,25-34
246,2025-02-08,enterprise,de,IN,55+
247,2026-06-05,free,en,DE,55+
248,2026-06-20,premium,de,IL,25-34
249,2026-04-17,enterprise,fr,CA,18-24
250,2026-06-02,free,de,GB,45-54
251,2026-02-20,premium,en,US,45-54
252,2025-11-22,free,en,GB,55+
253,2025-01-02,enterprise,en,US,18-24
254,2026-02-27,premium,ja,IL,35-44
255,2025-12-14,free,en,CA,45-54
256,2025-09-16,enterprise,en,CA,18-24
257,2026-06-19,free,en,US,35-44
258,2025-07-06,free,ja,IL,45-54
259,2025-03-02,enterprise,fr,DE,55+
260,2025-08-24,premium,es,IL,35-44
261,2025-05-20,premium,en,IN,45-54
262,2026-02-20,free,fr,GB,18-24
263,2026-05-05,premium,de,IN,25-34
264,2025-04-16,free,en,IL,55+
265,2025-05-05,free,de,IL,25-34
266,2026-04-21,premium,en,IL,25-34
267,2026-04-21,premium,en,DE,45-54
268,2025-02-27,free,ja,CA,18-24
269,2025-12-16,free,en,GB,45-54
270,2025-02-17,enterprise,en,CA,25-34
271,2025-12-27,premium,he,IN,18-24
272,2026-06-05,free,es,CA,25-34
273,2025-11-24,premium,en,CA,18-24
274,2025-07-18,enterprise,en,IN,35-44
275,2025-06-24,enterprise,ja,GB,45-54
276,2026-03-21,enterprise,he,IL,35-44
277,2025-05-02,free,en,DE,18-24
278,2025-09-28,free,ja,GB,18-24
279,2025-07-20,free,es,US,18-24
280,2025-12-16,free,ja,US,18-24
281,2026-03-05,premium,fr,US,45-54
282,2026-04-06,premium,he,IN,45-54
283,2025-09-05,free,de,IL,18-24
284,2025-09-09,enterprise,fr,IN,55+
285,2025-07-28,premium,de,US,25-34
286,2025-10-29,enterprise,ja,IN,35-44
287,2025-01-07,free,en,IL,18-24
288,2026-07-13,premium,en,CA,25-34
289,2025-10-17,premium,en,IL,25-34
290,2025-11-25,free,en,CA,55+
291,2025-12-28,premium,en,GB,18-24
292,2025-10-05,enterprise,de,US,25-34
293,2025-08-23,premium,ja,GB,35-44
294,2025-05-02,enterprise,de,IN,25-34
295,2026-05-24,premium,en,CA,45-54
296,2025-12-14,free,en,IL,25-34
297,2025-06-07,premium,en,GB,18-24
298,2026-02-27,premium,he,DE,35-44
299,2025-07-10,enterprise,en,IN,55+
300,2025-06-30,free,ja,CA,25-34
301,2025-11-15,free,de,IN,18-24
302,2026-03-16,enterprise,ja,GB,35-44
303,2025-04-23,free,es,GB,45-54
304,2026-05-30,free,de,IN,18-24
305,2025-05-03,free,en,DE,35-44
306,2026-04-20,free,ja,CA,45-54
307,2025-12-18,premium,es,US,25-34
308,2025-05-07,premium,en,IN,45-54
309,2025-02-05,free,es,GB,35-44
310,2026-03-02,free,es,US,55+
311,2026-05-25,enterprise,es,US,55+
312,2026-04-29,enterprise,en,CA,45-54
313,2025-08-29,free,ja,CA,45-54
314,2025-08-16,premium,es,DE,18-24
315,2026-05-01,premium,en,GB,45-54
316,2026-03-24,free,en,GB,35-44
317,2026-02-05,premium,en,DE,55+
318,2025-02-01,premium,ja,GB,25-34
319,2025-01-12,free,en,CA,18-24
320,2025-09-27,premium,de,IN,25-34
321,2025-07-22,free,de,GB,25-34
322,2026-06-26,enterprise,en,IN,35-44
323,2025-10-11,enterprise,ja,DE,45-54
324,2026-04-09,enterprise,en,IN,35-44
325,2025-07-31,free,he,US,55+
326,2026-03-19,free,he,US,25-34
327,2026-01-04,enterprise,es,CA,45-54
328,2026-05-16,free,fr,GB,35-44
329,2026-05-22,free,de,CA,18-24
330,2026-02-01,premium,en,US,55+
331,2026-01-10,free,en,IL,45-54
332,2025-03-17,free,fr,IL,45-54
333,2025-02-14,enterprise,en,GB,18-24
334,2025-10-27,premium,de,IN,25-34
335,2026-07-06,free,es,CA,45-54
336,2025-04-22,premium,es,IN,45-54
337,2026-06-11,free,en,GB,55+
338,2025-11-17,free,he,IN,55+
339,2025-11-27,enterprise,ja,IL,35-44
340,2025-01-01,premium,es,IL,35-44
341,2026-05-19,free,es,US,35-44
342,2025-08-13,free,ja,GB,25-34
343,2026-05-19,free,es,CA,35-44
344,2026-06-11,premium,en,IN,35-44
345,2026-07-10,free,fr,IN,55+
346,2025-03-19,free,en,US,55+
347,2026-07-02,enterprise,en,DE,55+
348,2025-01-25,premium,en,GB,55+
349,2026-02-05,premium,en,US,55+
350,2025-10-19,free,en,IL,55+
351,2025-11-22,free,en,DE,35-44
352,2026-06-03,premium,en,IL,18-24
353,2026-04-04,premium,de,GB,55+
354,2026-06-30,premium,ja,IN,35-44
355,2026-06-11,free,fr,GB,25-34
356,2026-07-03,enterprise,es,IL,45-54
357,2026-07-12,enterprise,fr,IN,35-44
358,2025-02-04,premium,de,US,55+
359,2025-09-07,free,de,GB,25-34
360,2025-07-23,free,en,CA,45-54
361,2025-11-30,premium,en,IN,45-54
362,2025-01-11,enterprise,he,DE,35-44
363,2025-10-15,enterprise,en,DE,35-44
364,2025-09-20,free,en,CA,18-24
365,2026-06-05,free,en,CA,45-54
366,2025-10-22,free,es,DE,55+
367,2025-04-28,free,en,US,45-54
368,2026-04-21,premium,en,CA,55+
369,2025-02-18,free,ja,IL,25-34
370,2025-01-11,free,en,GB,45-54
371,2025-03-11,enterprise,he,IN,55+
372,2025-01-25,premium,en,CA,18-24
373,2026-03-23,enterprise,fr,IN,45-54
374,2026-03-19,free,ja,CA,45-54
375,2026-07-07,free,en,DE,18-24
376,2026-05-15,free,en,DE,55+
377,2026-04-24,enterprise,he,DE,55+
378,2026-03-13,premium,en,DE,35-44
379,2025-03-22,free,es,IL,35-44
380,2026-07-01,free,en,IL,45-54
381,2025-05-25,free,en,US,45-54
382,2025-05-29,enterprise,en,GB,45-54
383,2025-01-10,free,ja,IL,45-54
384,2025-12-05,free,en,IL,45-54
385,2026-07-10,free,en,IL,45-54
386,2026-04-21,premium,ja,IL,45-54
387,2025-05-09,free,fr,CA,18-24
388,2026-01-27,enterprise,es,DE,25-34
389,2026-04-28,premium,de,GB,25-34
390,2026-05-05,premium,es,IL,45-54
391,2026-01-06,free,es,CA,35-44
392,2025-10-04,free,en,GB,35-44
393,2026-02-23,free,en,DE,55+
394,2025-10-07,free,en,DE,35-44
395,2026-02-14,free,fr,IN,18-24
396,2025-11-05,premium,en,IN,45-54
397,2025-08-10,premium,es,IN,25-34
398,2025-12-20,enterprise,en,IN,45-54
399,2025-03-12,premium,es,CA,35-44
400,2025-05-08,premium,en,US,25-34
401,2025-10-20,enterprise,en,IL,45-54
402,2026-01-28,enterprise,en,IL,35-44
403,2025-12-16,free,en,CA,25-34
404,2026-05-18,enterprise,en,IN,25-34
405,2025-05-13,free,es,IN,25-34
406,2025-04-08,premium,ja,US,35-44
407,2025-08-18,free,en,DE,18-24
408,2025-06-26,free,es,IL,18-24
409,2026-06-29,free,en,GB,18-24
410,2025-12-27,free,en,GB,45-54
411,2025-09-28,enterprise,en,CA,55+
412,2026-06-01,premium,en,CA,55+
413,2025-10-28,free,ja,DE,25-34
414,2025-08-04,enterprise,he,CA,45-54
415,2025-06-01,premium,en,IL,35-44
416,2025-07-25,free,de,IN,35-44
417,2025-07-17,free,ja,DE,35-44
418,2026-01-11,free,es,IL,18-24
419,2025-05-14,enterprise,en,US,45-54
420,2025-12-26,enterprise,es,US,25-34
421,2025-02-13,free,en,GB,55+
422,2026-01-04,free,es,IL,45-54
423,2026-03-09,enterprise,en,CA,45-54
424,2025-10-18,enterprise,en,CA,55+
425,2026-01-29,enterprise,de,GB,55+
426,2026-05-22,premium,ja,US,25-34
427,2026-05-28,free,fr,CA,18-24
428,2026-03-14,free,en,CA,18-24
429,2026-06-03,premium,en,CA,55+
430,2025-05-11,free,de,IN,25-34
431,2026-05-21,enterprise,he,US,35-44
432,2025-10-10,enterprise,en,IN,18-24
433,2025-03-14,free,en,IL,35-44
434,2025-01-23,free,he,GB,35-44
435,2025-05-30,premium,en,US,25-34
436,2025-03-31,free,en,US,35-44
437,2025-08-28,free,de,US,25-34
438,2026-03-04,free,ja,IL,25-34
439,2026-03-20,free,en,CA,25-34
440,2025-03-13,premium,en,GB,25-34
441,2026-01-21,premium,fr,US,55+
442,2025-03-05,enterprise,ja,US,18-24
443,2025-11-16,free,es,DE,18-24
444,2026-07-02,free,es,DE,35-44
445,2026-02-04,premium,en,IL,18-24
446,2026-04-18,premium,he,IL,55+
447,2025-03-02,premium,ja,IL,25-34
448,2025-04-15,enterprise,en,IN,55+
449,2025-07-01,free,es,DE,35-44
450,2025-05-11,enterprise,en,GB,18-24
451,2025-06-30,free,ja,CA,18-24
452,2025-07-10,enterprise,es,DE,55+
453,2025-07-03,free,en,CA,35-44
454,2025-01-09,free,en,CA,18-24
455,2025-12-24,enterprise,en,DE,55+
456,2025-06-12,enterprise,en,CA,45-54
457,2025-03-25,free,en,DE,35-44
458,2025-09-08,premium,de,DE,35-44
459,2025-12-28,enterprise,en,IL,18-24
460,2026-01-22,premium,es,US,35-44
461,2026-07-07,free,en,IL,35-44
462,2025-10-14,free,en,IN,45-54
463,2025-07-16,premium,de,IN,18-24
464,2025-10-24,free,en,GB,25-34
465,2026-02-16,enterprise,he,CA,35-44
466,2025-08-21,enterprise,de,GB,55+
467,2026-01-24,free,en,IN,55+
468,2025-09-04,enterprise,en,DE,35-44
469,2025-08-11,free,en,IL,45-54
470,2026-02-18,enterprise,es,DE,35-44
471,2025-09-18,premium,he,IN,55+
472,2025-06-21,free,en,IL,55+
473,2025-06-05,free,es,CA,35-44
474,2025-01-23,free,de,IN,25-34
475,2025-03-09,premium,de,GB,35-44
476,2025-01-27,free,en,CA,18-24
477,2026-01-17,enterprise,de,CA,35-44
478,2026-06-13,free,he,IN,35-44
479,2026-06-30,free,de,CA,55+
480,2026-05-31,free,fr,IL,18-24
481,2025-08-08,premium,es,IN,35-44
482,2026-03-13,free,en,GB,18-24
483,2026-02-11,premium,en,GB,55+
484,2025-09-21,enterprise,ja,IL,45-54
485,2026-03-15,free,es,IL,45-54
486,2025-07-24,free,ja,CA,35-44
487,2025-12-12,premium,de,US,45-54
488,2026-02-17,premium,en,DE,35-44
489,2026-02-16,enterprise,es,IN,18-24
490,2026-03-17,free,fr,IN,55+
491,2025-01-20,free,he,US,45-54
492,2025-09-01,free,en,IN,45-54
493,2025-03-04,premium,ja,IN,25-34
494,2025-01-21,premium,he,US,45-54
495,2026-07-09,premium,es,DE,25-34
496,2026-06-14,premium,es,CA,55+
497,2026-05-30,free,ja,US,55+
498,2026-03-16,premium,en,GB,18-24
499,2025-09-19,free,en,IL,35-44
500,2025-11-21,premium,en,US,55+
501,2026-03-22,enterprise,ja,IN,45-54
502,2025-08-15,free,en,DE,18-24
503,2026-04-27,enterprise,de,IN,55+
504,2025-06-16,enterprise,en,US,55+
505,2026-04-05,premium,he,US,25-34
506,2025-01-24,enterprise,en,GB,35-44
507,2026-03-09,free,es,IL,25-34
508,2025-04-04,free,fr,IL,55+
509,2025-01-10,free,en,IN,45-54
510,2026-01-15,enterprise,es,CA,35-44
511,2025-06-08,free,es,IN,45-54
512,2025-07-22,free,en,CA,25-34
513,2025-09-12,premium,es,IN,25-34
514,2026-06-26,free,en,DE,18-24
515,2025-02-08,premium,es,IL,45-54
516,2026-01-05,enterprise,en,DE,18-24
517,2025-05-29,premium,de,IL,25-34
518,2025-01-15,enterprise,fr,CA,45-54
519,2025-09-17,free,en,IN,35-44
520,2025-09-11,premium,fr,IL,35-44
521,2026-03-09,premium,en,CA,55+
522,2026-04-13,free,es,GB,45-54
523,2025-08-29,premium,en,CA,25-34
524,2026-06-09,free,en,CA,25-34
525,2026-01-29,free,en,CA,35-44
526,2026-01-14,premium,es,IN,25-34
527,2025-08-28,enterprise,en,GB,45-54
528,2025-11-13,enterprise,es,US,18-24
529,2025-09-03,premium,fr,IN,55+
530,2026-01-15,free,ja,US,25-34
531,2025-10-03,free,en,CA,18-24
532,2025-04-18,free,es,IN,35-44
533,2025-05-10,enterprise,ja,DE,45-54
534,2025-08-09,enterprise,es,US,25-34
535,2025-03-04,free,de,GB,18-24
536,2026-02-23,premium,de,IN,35-44
537,2025-04-08,free,en,GB,35-44
538,2025-04-27,free,es,DE,18-24
539,2026-05-02,enterprise,de,IN,35-44
540,2025-06-29,premium,en,GB,55+
541,2025-09-06,free,en,CA,25-34
542,2025-03-15,enterprise,es,US,35-44
543,2025-04-24,free,ja,CA,45-54
544,2025-07-02,free,en,GB,55+
545,2025-06-21,enterprise,ja,DE,45-54
546,2026-04-20,premium,en,DE,45-54
547,2025-06-09,free,ja,IN,18-24
548,2025-09-06,free,es,DE,25-34
549,2025-11-01,free,fr,DE,18-24
550,2025-03-08,free,en,US,55+
551,2026-01-14,free,en,GB,45-54
552,2025-12-07,premium,he,IL,45-54
553,2026-06-21,free,he,GB,25-34
554,2026-03-24,premium,en,US,35-44
555,2025-12-29,free,es,CA,55+
556,2026-02-27,free,he,US,55+
557,2025-07-10,premium,de,GB,55+
558,2025-02-03,free,en,GB,35-44
559,2025-05-29,free,he,GB,55+
560,2026-02-13,premium,de,IN,25-34
561,2025-02-09,premium,es,DE,45-54
562,2025-01-17,premium,fr,IL,45-54
563,2025-10-12,free,fr,GB,55+
564,2026-05-18,premium,es,IL,45-54
565,2026-03-17,free,he,IN,35-44
566,2025-01-15,premium,es,IN,25-34
567,2025-02-04,enterprise,fr,IN,55+
568,2026-07-06,premium,en,IL,25-34
569,2025-09-18,free,en,IL,55+
570,2025-01-13,free,en,IL,25-34
571,2025-02-07,free,es,US,35-44
572,2025-08-14,free,en,CA,18-24
573,2026-04-07,premium,en,IN,55+
574,2025-12-17,enterprise,en,GB,18-24
575,2025-08-02,free,en,IL,55+
576,2025-04-21,premium,de,CA,55+
577,2025-08-27,free,de,IL,45-54
578,2026-04-29,enterprise,en,US,35-44
579,2025-04-15,enterprise,de,IN,18-24
580,2025-03-21,free,en,CA,35-44
581,2025-02-11,free,ja,CA,35-44
582,2026-04-02,enterprise,ja,DE,45-54
583,2025-03-17,premium,en,DE,25-34
584,2026-06-24,premium,en,GB,35-44
585,2025-01-09,free,en,US,18-24
586,2025-09-30,free,en,US,25-34
587,2025-04-18,free,en,GB,35-44
588,2026-02-21,free,de,IN,18-24
589,2025-07-07,free,en,GB,25-34
590,2025-02-27,free,ja,IL,55+
591,2026-01-17,premium,es,US,35-44
592,2025-02-14,premium,en,GB,18-24
593,2025-02-24,free,es,US,45-54
594,2025-02-22,free,en,GB,18-24
595,2026-06-14,premium,en,CA,25-34
596,2025-12-08,free,en,CA,35-44
597,2025-11-09,premium,en,US,45-54
598,2026-02-09,free,en,IL,25-34
599,2026-01-24,free,ja,CA,35-44
600,2025-12-23,premium,en,IL,45-54
