job_id,case_id,reviewer_id,label,review_seconds,rubric_version,adjudicated
451,3574,37,unsafe,422,r2.0,0
452,64,40,major_issue,120,r2.0,0
453,1206,22,unsafe,139,r2.1,0
454,392,17,pass,470,r2.0,0
455,1563,35,minor_issue,283,r2.0,0
456,2935,1,major_issue,308,r2.1,0
457,2032,45,major_issue,294,r2.0,0
458,1231,11,unsafe,69,r2.1,1
459,503,25,unsafe,418,r2.1,0
460,576,13,pass,156,r2.0,0
461,3270,42,unsafe,141,r2.1,0
462,1906,37,minor_issue,250,r2.1,0
463,3005,17,pass,398,r2.0,0
464,1648,29,pass,67,r2.1,0
465,1836,25,minor_issue,476,r2.1,0
466,2046,4,major_issue,340,r2.1,0
467,690,5,major_issue,37,r2.1,1
468,2122,23,minor_issue,157,r2.1,0
469,1475,11,unsafe,127,r2.1,0
470,1457,39,major_issue,164,r2.0,0
471,2759,17,major_issue,84,r2.1,0
472,317,11,unsafe,189,r2.0,0
473,2527,40,pass,235,r2.1,0
474,3680,4,pass,163,r2.0,0
475,2069,7,pass,258,r2.1,0
476,779,4,unsafe,200,r2.0,0
477,1608,44,unsafe,383,r2.0,0
478,1937,20,unsafe,151,r2.0,0
479,3686,35,pass,288,r2.0,0
480,770,2,unsafe,362,r2.1,0
481,2851,19,unsafe,305,r2.1,0
482,1897,41,pass,334,r2.0,1
483,195,36,pass,100,r2.1,0
484,3456,42,major_issue,88,r2.0,0
485,3573,7,major_issue,119,r2.1,0
486,2224,32,unsafe,212,r2.1,0
487,115,22,unsafe,396,r2.1,0
488,67,39,minor_issue,364,r2.0,0
489,114,19,unsafe,460,r2.1,0
490,1495,44,unsafe,402,r2.0,0
491,3605,27,unsafe,200,r2.1,0
492,2035,14,pass,474,r2.1,0
493,2794,34,unsafe,458,r2.1,0
494,1269,44,major_issue,52,r2.1,0
495,2712,37,pass,421,r2.0,0
496,2954,6,minor_issue,429,r2.1,0
497,2771,21,pass,278,r2.1,0
498,3038,12,minor_issue,26,r2.1,0
499,2459,29,minor_issue,224,r2.0,0
500,2492,38,pass,201,r2.0,0
501,3154,13,pass,111,r2.1,1
502,3240,22,minor_issue,446,r2.1,0
503,779,34,minor_issue,146,r2.0,1
504,3259,15,minor_issue,300,r2.0,0
505,2372,41,minor_issue,475,r2.1,0
506,803,30,major_issue,324,r2.1,1
507,1457,5,minor_issue,432,r2.0,0
508,3447,13,minor_issue,28,r2.1,0
509,1684,24,major_issue,184,r2.0,0
510,853,6,major_issue,55,r2.1,0
511,51,17,major_issue,188,r2.0,0
512,534,16,pass,260,r2.1,0
513,926,33,minor_issue,395,r2.0,0
514,2181,33,minor_issue,436,r2.1,0
515,545,20,unsafe,365,r2.0,0
516,157,13,major_issue,207,r2.1,0
517,2459,44,pass,271,r2.1,0
518,406,16,unsafe,131,r2.1,0
519,3315,17,pass,149,r2.0,0
520,1990,37,minor_issue,41,r2.1,0
521,358,45,pass,200,r2.0,0
522,3576,38,unsafe,196,r2.0,1
523,3978,17,pass,437,r2.1,1
524,3617,16,unsafe,256,r2.0,0
525,562,39,pass,292,r2.1,0
526,1849,15,unsafe,232,r2.1,0
527,2374,15,pass,363,r2.0,0
528,1676,11,minor_issue,383,r2.0,0
529,1736,25,unsafe,478,r2.1,0
530,3882,12,major_issue,82,r2.1,0
531,373,13,minor_issue,244,r2.1,0
532,398,32,pass,411,r2.0,1
533,1530,6,minor_issue,163,r2.1,0
534,1498,27,pass,251,r2.1,0
535,1345,44,pass,172,r2.1,0
536,2984,19,pass,250,r2.1,0
537,2235,42,minor_issue,99,r2.0,0
538,2985,14,minor_issue,320,r2.0,0
539,3628,11,pass,215,r2.0,0
540,818,10,unsafe,471,r2.1,0
541,1948,10,pass,458,r2.0,0
542,1456,5,pass,191,r2.0,0
543,1050,39,pass,442,r2.1,0
544,2513,45,major_issue,440,r2.1,0
545,2848,34,pass,338,r2.1,0
546,3348,43,minor_issue,157,r2.1,0
547,1347,19,minor_issue,164,r2.1,0
548,1219,31,pass,433,r2.1,0
549,1711,10,major_issue,455,r2.0,0
550,3914,43,unsafe,140,r2.0,0
551,1915,7,unsafe,38,r2.0,1
552,3423,11,major_issue,109,r2.0,0
553,3627,9,minor_issue,267,r2.0,0
554,3882,4,minor_issue,293,r2.0,0
555,1322,17,pass,114,r2.1,0
556,1343,18,major_issue,63,r2.0,0
557,3010,13,unsafe,85,r2.0,0
558,525,23,unsafe,422,r2.0,0
559,2667,5,unsafe,341,r2.1,0
560,2492,27,minor_issue,415,r2.0,1
561,429,13,pass,211,r2.1,0
562,3338,26,pass,204,r2.0,0
563,2913,39,pass,114,r2.1,1
564,1022,25,unsafe,441,r2.0,1
565,3552,32,pass,409,r2.1,1
566,2579,42,unsafe,210,r2.0,0
567,2786,19,minor_issue,212,r2.0,0
568,3269,29,major_issue,264,r2.0,0
569,1197,26,pass,329,r2.0,0
570,3887,18,major_issue,211,r2.1,0
571,3399,31,unsafe,87,r2.0,0
572,3949,24,unsafe,124,r2.1,0
573,1597,8,unsafe,458,r2.0,0
574,3224,40,unsafe,422,r2.1,0
575,3657,43,unsafe,353,r2.0,1
576,3389,23,minor_issue,313,r2.0,0
577,2554,36,pass,366,r2.0,0
578,3748,40,unsafe,256,r2.1,0
579,1424,28,minor_issue,120,r2.0,0
580,2835,33,pass,278,r2.1,0
581,661,5,pass,335,r2.1,0
582,1774,13,minor_issue,465,r2.1,0
583,3401,3,minor_issue,33,r2.1,0
584,3396,44,minor_issue,207,r2.0,1
585,1807,15,minor_issue,333,r2.0,0
586,1924,25,pass,75,r2.0,0
587,606,27,minor_issue,43,r2.0,0
588,2796,24,unsafe,368,r2.1,0
589,494,7,pass,453,r2.1,0
590,3186,38,pass,206,r2.0,0
591,470,7,pass,40,r2.1,0
592,173,11,unsafe,90,r2.1,0
593,2810,17,minor_issue,182,r2.1,0
594,443,27,unsafe,102,r2.0,1
595,2491,18,unsafe,307,r2.1,0
596,1813,8,major_issue,471,r2.0,0
597,2761,5,unsafe,441,r2.1,0
598,8,12,pass,67,r2.1,0
599,1357,23,major_issue,125,r2.1,1
600,781,23,unsafe,426,r2.1,0
601,2818,27,pass,311,r2.1,0
602,1216,9,minor_issue,199,r2.1,0
603,213,31,minor_issue,450,r2.1,0
604,1975,42,unsafe,361,r2.1,0
605,1496,34,minor_issue,382,r2.1,0
606,1202,18,pass,226,r2.1,1
607,3188,38,major_issue,374,r2.0,1
608,3730,43,major_issue,125,r2.0,0
609,855,42,minor_issue,211,r2.0,1
610,1110,28,unsafe,372,r2.0,0
611,1238,42,unsafe,119,r2.0,0
612,2506,42,minor_issue,31,r2.0,1
613,1488,38,unsafe,415,r2.1,0
614,3119,6,pass,239,r2.0,0
615,840,45,minor_issue,147,r2.1,0
616,507,9,major_issue,148,r2.1,0
617,3476,15,unsafe,263,r2.1,0
618,2835,11,pass,238,r2.0,0
619,3158,44,pass,125,r2.0,0
620,1073,30,unsafe,44,r2.0,0
621,3790,34,minor_issue,170,r2.0,0
622,1042,2,minor_issue,436,r2.0,0
623,1411,22,unsafe,137,r2.1,1
624,1340,17,pass,231,r2.1,0
625,1868,31,minor_issue,155,r2.0,1
626,2058,43,minor_issue,25,r2.0,0
627,3901,44,minor_issue,363,r2.1,0
628,3102,13,minor_issue,34,r2.1,0
629,2395,3,minor_issue,142,r2.0,0
630,2091,44,unsafe,26,r2.1,0
631,525,37,major_issue,466,r2.1,0
632,2539,21,unsafe,209,r2.1,0
633,3410,41,unsafe,260,r2.1,0
634,2254,31,major_issue,51,r2.0,0
635,1901,13,major_issue,387,r2.0,1
636,556,39,pass,284,r2.1,1
637,816,37,pass,253,r2.0,0
638,3288,19,pass,171,r2.0,0
639,3051,10,pass,313,r2.0,0
640,1149,37,pass,234,r2.1,0
641,2249,15,unsafe,350,r2.0,0
642,3122,28,unsafe,43,r2.1,1
643,788,9,unsafe,172,r2.1,0
644,3209,28,pass,61,r2.1,0
645,1520,7,major_issue,418,r2.0,1
646,482,10,pass,253,r2.0,0
647,1717,45,minor_issue,457,r2.1,0
648,2151,35,minor_issue,283,r2.0,0
649,1421,28,minor_issue,240,r2.0,0
650,178,20,major_issue,91,r2.0,1
651,273,32,pass,82,r2.1,0
652,3226,27,minor_issue,235,r2.1,0
653,522,24,minor_issue,447,r2.0,0
654,544,3,pass,95,r2.1,0
655,2062,30,pass,429,r2.0,0
656,455,33,major_issue,89,r2.0,0
657,433,38,pass,227,r2.0,1
658,2929,45,minor_issue,334,r2.1,0
659,3617,28,unsafe,33,r2.1,0
660,3823,34,major_issue,144,r2.0,0
661,2064,16,major_issue,255,r2.0,1
662,513,44,unsafe,287,r2.1,0
663,3157,1,pass,215,r2.1,0
664,1173,38,unsafe,160,r2.1,0
665,1146,2,minor_issue,156,r2.1,0
666,154,23,pass,119,r2.0,0
667,2636,15,major_issue,62,r2.0,0
668,3704,4,major_issue,110,r2.0,1
669,340,41,major_issue,59,r2.1,0
670,1653,41,major_issue,199,r2.1,0
671,2348,27,unsafe,442,r2.0,0
672,1467,39,unsafe,405,r2.0,0
673,1700,17,major_issue,277,r2.0,0
674,2235,29,unsafe,97,r2.1,0
675,1913,19,major_issue,176,r2.0,0
676,2417,13,minor_issue,67,r2.0,0
677,1268,10,unsafe,219,r2.0,0
678,997,11,major_issue,387,r2.0,1
679,3875,23,major_issue,274,r2.0,0
680,2476,41,minor_issue,348,r2.1,0
