ticket_id,rating
800,3
801,4
802,2
803,2
804,5
805,3
810,3
811,4
812,2
813,4
814,4
816,4
817,3
819,4
820,4
821,3
822,4
823,4
824,4
825,5
826,3
827,4
828,3
829,2
830,3
831,2
832,4
833,4
834,4
835,5
836,3
839,5
840,4
841,3
843,2
844,3
845,4
847,4
848,2
849,3
850,4
851,5
852,2
853,3
854,4
855,3
856,2
857,3
858,2
859,3
861,4
863,3
864,4
865,4
866,4
868,3
869,4
871,4
872,4
873,4
874,5
875,3
876,3
877,3
878,4
879,4
880,3
881,4
883,2
884,5
887,2
888,4
889,4
890,3
891,3
893,4
896,4
897,5
898,3
899,3
901,5
902,4
903,3
904,2
905,4
906,3
907,4
908,4
909,4
910,4
911,5
912,3
914,3
915,5
916,3
917,2
918,3
919,2
920,5
921,2
922,3
923,3
925,2
926,3
927,5
928,3
930,5
931,3
933,4
934,3
936,2
938,4
940,5
941,3
942,4
944,1
945,3
946,4
948,2
949,5
950,4
951,3
952,4
954,2
955,3
956,3
957,3
958,5
959,5
960,5
961,4
963,3
964,5
967,4
968,3
970,5
972,2
973,3
974,3
975,5
976,4
977,5
978,3
979,4
980,4
981,3
982,3
983,4
984,4
985,3
986,5
987,4
989,5
990,3
992,4
993,5
994,3
995,3
996,3
997,3
999,4
1001,4
1002,5
1003,3
1004,3
1005,2
1006,3
1007,3
1008,4
1009,4
1010,4
1011,2
1012,3
1013,3
1014,3
1017,4
1019,4
1021,3
1023,5
1025,3
1026,4
1027,4
1028,3
1029,3
1030,4
1031,3
1032,3
1033,3
1035,4
1036,4
1037,3
1039,3
1040,3
1041,5
1044,4
1045,4
1046,3
1047,5
1048,3
1051,4
1052,3
1054,5
1056,3
1057,4
1058,4
1059,4
1060,3
1061,4
1062,4
1063,4
1064,2
1065,4
1066,4
1067,5
1069,3
1070,2
1071,5
1074,4
1075,3
1076,4
1078,3
1079,3
1080,3
1081,4
1082,5
1083,3
1085,3
1086,5
1087,3
1088,2
1089,3
1090,2
1091,3
1092,4
1094,5
1098,4
1099,3
1100,4
1103,2
1104,5
1105,5
1106,3
1108,4
1109,2
1110,4
1111,4
1112,3
1114,2
1115,4
1116,3
1117,3
1118,3
1119,3
1120,5
1121,4
1122,4
1123,4
1124,3
1125,4
1126,3
1127,2
1128,4
1131,3
1132,5
1133,4
1134,4
1137,4
1138,4
1140,2
1142,2
1143,5
1145,4
1146,3
1147,3
1148,3
1149,4
1150,2
1151,4
1152,3
1153,2
1154,3
1156,4
1157,3
1158,3
1159,3
1160,3
1162,3
1163,3
1164,3
1166,1
1168,5
1169,4
1170,5
1171,3
1172,5
1174,2
1175,3
1176,4
1177,3
1178,5
1179,3
1180,4
1182,4
1183,5
1184,3
1185,3
1186,3
1187,4
1188,3
1189,3
1191,2
1192,3
1193,3
1194,3
1195,4
1196,5
1198,4
1200,3
1201,4
1202,3
1203,3
1204,4
1206,2
1207,3
1208,3
1209,3
1210,2
1211,4
1212,1
1213,4
1215,4
1216,3
1217,4
1218,1
1220,3
1221,3
1222,4
1223,3
1224,5
1225,3
1226,3
1227,3
1228,3
1229,2
1232,4
1233,4
1234,3
1235,3
1236,4
1237,3
1238,4
1239,2
1240,2
1241,2
1242,4
1244,4
1245,4
1246,4
1247,3
1249,5
1251,4
1254,3
1255,4
1256,4
1257,4
1259,3
1260,4
1261,4
1262,4
1263,1
1264,4
1265,4
1266,5
1267,3
1268,4
1269,4
1270,3
1271,4
1272,3
1273,2
1276,4
1277,4
1278,3
1279,2
1280,4
1282,3
1283,5
1284,3
1285,4
1286,3
1287,3
1288,5
1290,3
1293,4
1294,4
1295,5
1297,4
1299,4
1301,2
1302,4
1303,2
1304,5
1305,3
1306,4
1308,4
1309,4
1310,4
1311,5
1312,3
1313,5
1314,5
1316,3
1318,3
1319,4
1321,4
1323,4
1325,5
1326,4
1327,4
1328,5
1332,4
1333,4
1334,4
1336,4
1338,3
1339,5
1340,2
1341,5
1342,3
1343,4
1346,3
1347,3
1349,4
1350,3
1351,3
1352,4
1353,5
1354,4
1356,3
1357,1
1359,3
1361,3
1362,3
1363,4
1365,4
1366,4
1367,3
1369,3
1370,5
1372,4
1375,4
1376,5
1378,3
1379,3
1380,4
1381,4
1383,3
1384,2
1385,3
1386,3
1387,3
1389,4
1390,5
1392,3
1394,4
1395,2
1396,2
1397,4
1398,4
1399,4
1400,3
1401,4
1402,5
1403,3
1405,4
1406,5
1408,3
1410,3
1412,5
1413,5
1414,3
1416,2
1418,2
1419,3
1420,4
1423,5
1424,4
1425,4
1428,4
1430,2
1431,4
1432,4
1433,2
1434,3
1435,4
1437,3
1438,3
1439,3
1441,3
1442,4
1444,3
1445,4
1446,3
1448,4
1449,4
1451,4
1452,3
1453,2
1454,1
1456,4
1457,3
1458,3
1459,3
1460,3
1461,5
1462,4
1465,4
1466,4
1467,4
1468,3
1470,4
1472,5
1473,2
1474,3
1475,4
1478,3
1479,1
1480,4
1481,4
1482,4
1484,4
1485,3
1486,3
1487,4
1488,3
1489,3
1490,4
1492,3
1493,3
1496,4
1497,4
1498,4
1499,4
1500,4
1501,5
1502,5
1504,4
1505,4
1506,3
1507,4
1508,3
1509,4
1510,4
1511,4
1513,5
1515,3
1516,5
1517,3
1518,4
1519,4
1520,4
1521,3
1523,4
1524,4
1525,4
1526,3
1527,5
1528,2
1529,4
1530,3
1531,2
1532,2
1533,3
1534,4
1535,5
1536,5
1537,4
1538,4
1539,3
1540,4
1542,3
1543,4
1544,3
1545,4
1546,3
1549,3
1550,1
1551,4
1552,4
1553,4
1554,4
1555,3
1556,1
1558,4
1559,3
1561,2
1562,2
1563,3
1566,3
1568,3
1569,3
1570,4
1572,4
1573,5
1574,3
1575,3
1576,3
1577,5
1578,3
1579,5
1580,3
1582,3
1583,4
1584,4
1585,4
1587,4
1588,4
1589,3
1590,3
1592,2
1593,3
1594,4
1598,3
1599,3
1600,4
1601,3
1602,4
1603,5
1604,2
1605,3
1607,4
1608,4
1609,4
1610,3
1611,4
1612,4
1613,3
1614,5
1615,2
1617,3
1618,2
1619,4
1622,3
1624,4
1625,4
1626,5
1628,4
1629,2
1630,3
1632,1
1633,5
1635,2
1636,4
1638,3
1639,4
1640,3
1641,4
1642,3
1643,1
1646,3
1647,3
1648,2
1649,3
1651,4
1652,4
1653,4
1654,3
1655,3
1656,4
1657,2
1658,1
1659,4
1660,4
1661,4
1663,4
1665,5
1667,4
1670,4
1672,3
1673,3
1674,4
1675,4
1676,3
1677,2
1679,4
1680,3
1681,4
1682,3
1683,4
1684,4
1685,3
1687,5
1689,5
1690,3
1693,3
1694,3
1695,4
1696,4
1697,3
1698,3
1699,5
1700,4
1701,3
1703,3
1705,4
1706,4
1707,3
1708,4
1709,4
1710,4
1711,4
1712,4
1714,5
1716,4
1717,3
1718,4
1720,4
1721,4
1722,3
1723,2
1724,4
1725,2
1726,4
1727,4
1728,4
1729,3
1730,3
1731,4
1733,4
1734,3
1735,2
1736,4
1737,3
1738,4
1739,3
1740,3
1741,4
1742,4
1743,4
1744,5
1745,4
1746,3
1747,3
1748,3
1749,3
1750,4
1751,2
1752,3
1753,2
1754,5
1755,4
1758,3
1759,3
1761,5
1763,5
1767,3
1768,4
1769,2
1770,5
1772,5
1773,3
1774,4
1775,5
1776,5
1777,3
1778,3
1779,5
1780,5
1782,4
1783,5
1784,5
1785,3
1787,2
1788,5
1789,4
1790,3
1791,4
1792,4
1793,4
1794,2
1795,1
1796,2
1797,4
1798,3
1799,3
1800,4
1801,4
1802,5
1803,3
1805,5
1807,5
1810,3
1811,3
1812,5
1815,4
1816,4
1817,1
1818,5
1819,4
1820,1
1822,4
1823,4
1824,5
1826,3
1827,2
1830,3
1832,3
1833,5
1834,2
1835,2
1836,3
1837,5
1838,3
1839,4
1840,3
1841,1
1843,4
1845,5
1846,4
1847,1
1849,3
1850,4
1851,4
1853,4
1854,4
1855,4
1856,3
1857,3
1859,4
1860,3
1861,3
1862,3
1863,4
1864,4
1865,3
1866,3
1867,3
1868,5
1869,2
1870,3
1872,3
1873,3
1874,4
1875,3
1876,1
1877,3
1878,4
1879,3
1881,2
1882,3
1883,3
1884,4
1885,3
1886,3
1887,4
1888,4
1889,4
1892,3
1893,3
1894,3
1895,3
1897,3
1898,5
1899,2
1900,5
1901,3
1902,4
1903,2
1904,3
1907,3
1908,5
1909,4
1910,3
1911,5
1912,4
1913,5
1915,1
1917,4
1919,3
1920,4
1921,3
1922,2
1923,3
1924,5
1925,3
1926,4
1927,3
1930,3
1931,3
1932,3
1933,5
1935,3
1936,4
1937,4
1938,4
1939,3
1940,4
1941,4
1942,4
1943,2
1944,4
1946,4
1948,3
1949,3
1950,4
1951,3
1952,5
1953,3
1955,4
1956,5
1957,2
1958,4
1959,5
1960,2
1961,3
1963,5
1965,4
1966,3
1967,2
1968,3
1970,4
1972,4
1973,3
1975,3
1976,2
1977,3
1978,2
1979,4
1980,4
1981,4
1982,4
1983,4
1984,3
1985,4
1987,3
1988,4
1989,4
1990,3
1991,3
1992,3
1993,5
1994,3
1995,3
1996,4
1998,4
1999,3
2000,2
2001,3
2002,3
2003,3
2005,4
2007,3
2008,4
2009,2
2012,3
2013,3
2014,5
2015,2
2016,3
2018,4
2019,3
2020,3
2021,5
2023,4
2024,4
2025,3
2026,4
2027,3
2028,4
2029,3
2031,5
2032,3
2033,4
2035,4
2036,4
2037,4
2039,3
2040,4
2041,4
2043,3
2044,3
2045,3
2046,3
2047,2
2048,5
2049,3
2050,3
2052,5
2053,3
2054,3
2055,3
2057,5
2059,4
2060,4
2061,3
2062,4
2063,4
2064,4
2065,4
2066,4
2067,3
2068,4
2069,3
2070,3
2072,4
2073,4
2074,3
2076,4
2077,4
2079,5
2080,4
2081,5
2082,2
2083,1
2084,4
2085,3
2086,4
2087,1
2088,4
2089,4
2091,3
2092,4
2093,3
2094,5
2095,2
2096,4
2097,3
2098,2
2100,4
2102,4
2104,4
2105,3
2106,5
2107,4
2109,3
2111,3
2112,3
2116,4
2117,5
2118,3
2119,3
2121,5
2122,4
2123,5
2124,5
2125,3
2127,3
2129,3
2131,4
2132,3
2133,4
2134,3
2135,4
2137,4
2138,2
2139,5
2140,4
2141,2
2142,5
2144,3
2145,4
2147,1
2148,4
2150,3
2151,5
2152,4
2153,3
2155,3
2156,3
2157,2
2158,4
2159,4
2162,4
2163,5
2166,2
2167,2
2168,3
2169,4
2170,3
2171,3
2172,4
2173,5
2174,4
2175,3
2176,3
2177,4
2178,3
2179,4
2180,5
2181,4
2182,4
2183,5
2184,2
2185,4
2186,4
2188,4
2189,4
2190,4
2192,2
2193,4
2194,4
2195,3
2196,3
2198,3
2199,4
2201,3
2202,3
2203,5
2204,4
2206,3
2208,3
2209,2
2210,3
2211,4
2212,4
2213,5
2215,4
2217,3
2218,3
2219,4
2220,3
2221,4
2222,5
2223,4
2224,3
2226,4
2228,2
2229,2
2230,4
2232,2
2233,5
2234,2
2235,3
2236,3
2237,5
2238,3
2239,4
2240,4
2241,5
2242,3
2243,5
2244,2
2245,5
2249,2
2252,2
2254,4
2255,3
2257,5
2258,1
2259,5
2260,4
2261,3
2262,4
2264,3
2265,4
2267,4
2270,4
2271,4
2272,5
2273,3
2274,3
2275,3
2276,3
2277,4
2278,4
2279,4
2280,4
2282,4
2283,4
2285,4
2288,5
2289,3
2290,1
2291,4
2292,4
2294,4
2295,3
2296,5
2297,3
2298,3
2299,5
2300,4
2303,5
2304,4
2305,2
2306,3
2308,3
2309,2
2310,2
2312,3
2313,2
2314,5
2315,3
2317,1
2318,3
2321,3
2322,4
2323,4
2324,2
2326,5
2327,4
2328,3
2329,3
2332,5
2333,2
2334,2
2335,4
2336,3
2337,3
2338,4
2339,4
2340,3
2341,4
2342,3
2343,3
2344,3
2346,3
2348,3
2349,3
2350,4
2351,2
2354,3
2355,2
2356,3
2357,1
2360,4
2361,4
2362,5
2363,2
2364,3
2365,5
2366,3
2367,3
2368,5
2369,3
2370,4
2371,4
2372,3
2374,4
2375,1
2376,4
2378,4
2379,2
2380,3
2381,2
2382,5
2383,1
2384,3
2385,3
2386,4
2387,3
2388,3
2389,2
2390,3
2391,3
2394,4
2396,5
2397,3
2398,3
2401,4
2404,3
2405,2
2406,3
2407,3
2409,3
2410,3
2412,3
2413,3
2414,3
2415,5
2416,2
2417,4
2418,4
2419,3
2420,3
2423,3
2424,3
2425,3
2426,4
2427,5
2428,5
2429,4
2431,4
2433,5
2434,5
2436,4
2437,2
2438,4
2439,5
2440,3
2441,3
2442,4
2443,3
2444,4
2445,1
2447,3
2448,4
2449,3
2450,3
2451,3
2452,3
2453,4
2454,2
2455,1
2456,4
2457,3
2458,4
2459,5
2462,3
2463,3
2465,4
2466,4
2467,2
2468,3
2469,4
2470,3
2471,4
2472,4
2473,3
2474,5
2475,4
2476,3
2477,4
2478,3
2479,5
2480,4
2481,4
2483,4
2484,4
2485,5
2488,4
2489,4
2490,4
2491,4
2492,4
2493,5
2494,4
2495,4
2496,4
2497,4
2498,5
2499,3
2500,3
2501,3
2503,5
2504,4
2505,4
2506,4
2507,4
2508,3
2509,4
2511,5
2512,4
2513,4
2514,3
2515,4
2517,4
2518,4
2519,5
2521,4
2523,3
2524,4
2525,3
2527,5
2528,3
2529,4
2530,4
2532,3
2534,4
2535,5
2536,3
2537,5
2538,3
2539,4
2540,4
2541,3
2542,4
2543,4
2544,3
2546,3
2547,4
2548,2
2549,3
2551,3
2554,2
2555,2
2556,5
2558,4
2559,3
2560,3
2561,4
2563,3
2564,3
2565,3
2566,4
2567,3
2568,3
2569,3
2571,2
2573,4
2574,2
2575,4
2576,5
2577,4
2578,3
2581,3
2582,3
2583,3
2584,3
2585,1
2586,3
2587,4
2588,5
2591,5
2592,3
2593,4
2594,5
2596,2
2597,3
2598,3
2599,3
2600,3
2603,3
2604,3
2605,3
2606,4
2607,2
2609,3
2610,3
2611,3
2613,4
2614,1
2616,4
2617,2
2618,5
2619,3
2620,3
2621,3
2622,2
2624,4
2625,1
2626,3
2627,4
2630,4
2631,2
2632,3
2633,3
2634,4
2635,2
2636,3
2637,2
2638,2
2640,4
2641,3
2643,3
2644,3
2645,3
2646,3
2647,2
2649,3
2651,5
2652,3
2653,3
2655,3
2656,3
2657,4
2658,3
2659,4
2660,3
2661,3
2663,4
2664,3
2665,3
2666,4
2667,4
2668,3
2669,5
2671,4
2672,5
2673,2
2674,4
2675,3
2676,5
2677,1
2678,3
2680,4
2681,4
2682,3
2683,4
2684,5
2685,5
2686,4
2687,5
2688,3
2689,2
2690,3
2692,3
2693,3
2694,4
2697,5
2698,4
2700,2
2701,4
2703,4
2704,4
2705,3
2707,3
2708,5
2709,4
2710,5
2711,2
2712,4
2713,3
2714,3
2715,2
2716,5
2717,4
2718,3
2719,3
2720,3
2721,4
2722,3
2723,4
2724,3
2725,4
2726,3
2728,3
2729,4
2730,4
2731,4
2732,4
2734,4
2735,3
2736,4
2737,4
2738,3
2739,4
2740,3
2741,4
2743,2
2744,4
2746,2
2747,3
2748,1
2749,4
2750,4
2751,3
2752,4
2753,3
2754,3
2755,4
2756,3
2757,5
2760,3
2761,3
2762,4
2763,3
2767,4
2768,3
2769,3
2770,2
2771,5
2772,4
2774,3
2777,2
2778,4
2779,3
2780,4
2782,4
2784,3
2785,4
2786,4
2787,3
2790,3
2791,5
2792,3
2793,4
2795,4
2797,4
2800,4
2801,1
2804,3
2805,3
2806,4
2808,5
2809,3
2811,4
2813,3
2814,1
2815,3
2816,5
2819,5
2821,4
2822,5
2824,4
2825,3
2826,5
2828,3
2829,3
2830,3
2831,5
2832,4
2833,5
2834,2
2835,3
2837,4
2838,3
2839,4
2840,5
2841,3
2842,3
2843,3
2844,2
2845,2
2846,4
2848,2
2849,5
2850,4
2852,2
2854,4
2856,3
2857,5
2858,4
2860,4
2862,4
2863,4
2864,3
2865,3
2866,4
2867,2
2868,3
2869,3
2870,4
2871,4
2872,4
2873,3
2874,4
2875,5
2876,4
2877,3
2878,4
2879,4
2881,3
2882,3
2883,4
2884,5
2885,2
2887,1
2888,3
2892,3
2893,3
2894,4
2896,3
2897,4
2898,3
2900,5
2901,5
2902,5
2903,2
2904,2
2906,5
2908,4
2909,3
2910,3
2912,4
2913,5
2914,3
2915,4
2916,4
2917,3
2918,3
2919,3
2920,4
2921,5
2922,3
2924,3
2925,3
2926,4
2927,3
2929,3
2931,4
2932,1
2934,3
2936,3
2937,4
2938,3
2939,2
2940,5
2941,2
2943,3
2944,4
2945,4
2946,4
2947,4
2948,2
2951,5
2952,4
2953,5
2954,3
2955,5
2956,3
2957,3
2958,5
2959,3
2960,3
2962,5
2963,3
2964,4
2965,4
2966,3
2967,4
2968,3
2969,5
2970,3
2971,4
2972,3
2974,4
2975,2
2977,5
2978,2
2980,4
2981,3
2982,4
2983,4
2984,3
2985,4
2986,3
2989,3
2991,3
2993,3
2994,5
2995,4
2996,4
2997,4
2998,4
3000,3
3001,4
3002,5
3003,3
3004,4
3005,3
3006,4
3008,4
3009,3
3015,3
3016,4
3020,5
3021,3
3022,3
3023,5
3024,3
3025,3
3026,4
3028,4
3029,3
3030,4
3031,3
3033,5
3034,2
3035,4
3036,4
3037,4
3038,2
3039,3
3041,3
3043,4
3045,4
3046,4
3047,2
3048,3
3050,3
3053,2
3054,4
3057,2
3058,5
3059,2
3061,5
3062,1
3063,5
3064,5
3065,5
3066,4
3067,2
3069,3
3070,3
3071,4
3072,4
3074,3
3075,3
3076,2
3077,4
3078,2
3079,2
3080,3
3081,3
3083,3
3084,4
3085,1
3086,3
3087,5
3088,3
3090,3
3092,4
3093,3
3094,2
3095,4
3096,3
3098,4
3099,4
3100,3
3101,4
3102,4
3103,2
3104,4
3105,5
3107,3
3108,3
3109,4
3111,3
3112,4
3115,4
3116,4
3118,3
3120,3
3121,4
3122,3
3124,3
3125,4
3126,2
3127,3
3128,4
3129,2
3130,4
3131,3
3134,3
3136,5
3139,4
3140,3
3141,2
3144,4
3145,5
3146,4
3149,2
3150,4
3151,4
3153,4
3154,4
3155,3
3156,3
3157,4
3158,4
3160,4
3161,3
3162,5
3163,4
3164,4
3165,3
3166,3
3167,3
3168,5
3174,2
3175,4
3176,4
3177,3
3178,3
3179,4
3182,3
3183,2
3184,4
3185,2
3187,3
3188,2
3189,3
3190,3
3191,4
3192,1
3193,4
3194,3
3195,5
3196,4
3198,2
3199,4
3202,4
3203,3
3205,3
3207,3
3208,2
3209,4
3210,3
3211,4
3212,4
3213,3
3214,3
3215,3
3219,4
3220,3
3221,3
3222,4
3223,4
3224,4
3225,4
3226,4
3227,3
3228,3
3229,4
3231,3
3232,2
3233,4
3234,4
3235,5
3236,5
3237,4
3238,5
3239,3
3240,4
3241,3
3242,4
3243,3
3244,3
3245,3
3246,5
3249,3
3250,3
3251,4
3252,4
3253,4
3254,3
3255,3
3256,3
3257,3
3258,2
3259,3
3260,3
3261,3
3262,2
3263,4
3266,3
3268,3
3269,4
3270,4
3271,3
3273,5
3275,4
3276,2
3277,4
3278,5
3279,4
3280,4
3281,4
3283,4
3284,5
3285,4
3286,4
3287,5
3288,3
3289,3
3290,4
3291,1
3292,4
3293,3
3294,2
3296,4
3297,3
3299,4
3300,3
3301,3
3302,3
3303,3
3304,5
3305,4
3306,3
3307,3
3308,4
3309,3
3310,3
3311,4
3313,3
3314,3
3315,4
3317,2
3318,5
3319,3
3320,3
3321,2
3322,2
3323,5
3324,4
3325,2
3327,4
3329,4
3330,4
3331,3
3332,4
3333,4
3334,3
3335,3
3336,2
3337,4
3339,3
3341,2
3345,5
3348,3
3350,3
3351,3
3352,4
3353,4
3357,4
3359,3
3360,4
3361,3
3363,2
3364,5
3368,4
3369,4
3370,4
3371,4
3372,4
3373,4
3375,3
3376,5
3378,3
3379,3
3381,5
3382,4
3383,2
3384,5
3385,5
3386,3
3388,3
3389,5
3390,3
3391,3
3392,1
3393,4
3394,4
3396,3
3397,5
3399,3
3400,4
3401,4
3402,5
3404,3
3405,3
3406,2
3407,4
3409,4
3410,3
3411,3
3412,3
3413,5
3414,4
3416,5
3417,5
3418,4
3419,2
3420,5
3421,3
3422,5
3423,5
3425,4
3426,4
3427,5
3428,4
3429,3
3430,3
3432,3
3434,2
3435,4
3436,4
3437,4
3438,3
3439,3
3440,4
3441,5
3442,3
3443,5
3444,4
3445,3
3447,3
3448,4
3449,4
3450,4
3452,3
3454,4
3455,3
3456,2
3457,4
3458,4
3459,3
3461,4
3463,2
3464,4
3465,4
3467,5
3468,3
3470,4
3471,3
3472,3
3473,5
3474,4
3475,3
3476,5
3477,4
3478,3
3481,3
3482,2
3483,5
3485,3
3486,4
3487,3
3489,5
3490,4
3492,4
3495,3
3496,4
3497,3
3498,5
3499,5
3501,4
3503,3
3504,3
3505,4
3506,4
3507,2
3508,3
3509,5
3510,3
3511,4
3512,3
3513,3
3514,4
3515,4
3516,3
3517,3
3518,5
3519,2
3520,5
3521,3
3522,4
3523,3
3525,3
3526,4
3528,3
3529,4
3530,4
3531,3
3532,4
3533,3
3534,5
3535,2
3536,4
3537,4
3538,4
3539,5
3540,5
3541,3
3544,5
3546,4
3548,3
3549,4
3550,4
3551,5
3552,3
3553,3
3554,3
3556,4
3557,3
3558,2
3559,4
3560,4
3561,5
3562,2
3563,2
3564,3
3565,3
3568,2
3569,4
3570,2
3571,3
3572,4
3573,4
3574,4
3576,4
3577,4
3578,4
3579,3
3581,4
3582,4
3583,5
3584,3
3586,4
3587,3
3588,2
3589,2
3590,3
3592,4
3595,3
3596,5
3598,3
3599,4
3600,4
3601,3
3602,2
3603,3
3604,5
3607,3
3608,4
3611,2
3612,5
3614,3
3615,4
3616,4
3617,2
3618,2
3620,3
3623,3
3624,4
3625,4
3626,5
3627,3
3629,4
3630,4
3631,4
3633,5
3634,2
3636,4
3637,1
3638,3
3640,5
3641,4
3642,5
3643,2
3644,5
3645,3
3646,4
3647,2
3649,3
3650,3
3654,4
3656,3
3657,5
3658,3
3660,3
3662,4
3663,3
3664,4
3665,3
3667,5
3669,4
3670,3
3671,3
3673,4
3674,5
3675,1
3676,4
3677,3
3678,4
3679,4
3680,2
3682,1
3683,2
3684,4
3685,3
3687,4
3688,3
3691,3
3692,4
3693,4
3694,3
3696,4
3698,2
3699,4
3700,4
3701,4
3702,4
3704,4
3705,3
3707,3
3709,3
3710,3
3711,3
3712,3
3714,2
3715,3
3716,3
3717,3
3718,4
3719,4
3720,3
3721,4
3722,1
3723,4
3725,3
3726,4
3727,2
3728,3
3729,3
3730,4
3731,3
3732,3
3733,4
3734,4
3735,4
3736,3
3737,3
3738,3
3739,2
3740,4
3741,3
3742,4
3743,3
3744,3
3745,4
3746,5
3747,4
3748,5
3749,4
3751,1
3752,3
3753,4
3755,3
