user_id,experiment_name,variant,assigned_date
175,home_ranker_aug26,control,2026-05-01
176,home_ranker_aug26,treatment,2026-05-01
177,home_ranker_aug26,control,2026-05-01
178,home_ranker_aug26,treatment,2026-05-01
179,home_ranker_aug26,control,2026-05-01
180,home_ranker_aug26,treatment,2026-05-01
181,home_ranker_aug26,control,2026-05-01
182,home_ranker_aug26,treatment,2026-05-01
183,home_ranker_aug26,control,2026-05-01
184,home_ranker_aug26,treatment,2026-05-01
185,home_ranker_aug26,control,2026-05-01
186,home_ranker_aug26,treatment,2026-05-01
187,home_ranker_aug26,control,2026-05-01
188,home_ranker_aug26,treatment,2026-05-01
189,home_ranker_aug26,control,2026-05-01
190,home_ranker_aug26,treatment,2026-05-01
191,home_ranker_aug26,control,2026-05-01
192,home_ranker_aug26,treatment,2026-05-01
193,home_ranker_aug26,control,2026-05-01
194,home_ranker_aug26,treatment,2026-05-01
195,home_ranker_aug26,control,2026-05-01
196,home_ranker_aug26,treatment,2026-05-01
197,home_ranker_aug26,control,2026-05-01
198,home_ranker_aug26,treatment,2026-05-01
199,home_ranker_aug26,control,2026-05-01
200,home_ranker_aug26,treatment,2026-05-01
201,home_ranker_aug26,control,2026-05-01
202,home_ranker_aug26,treatment,2026-05-01
203,home_ranker_aug26,control,2026-05-01
204,home_ranker_aug26,treatment,2026-05-01
205,home_ranker_aug26,control,2026-05-01
206,home_ranker_aug26,treatment,2026-05-01
207,home_ranker_aug26,control,2026-05-01
208,home_ranker_aug26,treatment,2026-05-01
209,home_ranker_aug26,control,2026-05-01
210,home_ranker_aug26,treatment,2026-05-01
211,home_ranker_aug26,control,2026-05-01
212,home_ranker_aug26,treatment,2026-05-01
213,home_ranker_aug26,control,2026-05-01
214,home_ranker_aug26,treatment,2026-05-01
215,home_ranker_aug26,control,2026-05-01
216,home_ranker_aug26,treatment,2026-05-01
217,home_ranker_aug26,control,2026-05-01
218,home_ranker_aug26,treatment,2026-05-01
219,home_ranker_aug26,control,2026-05-01
220,home_ranker_aug26,treatment,2026-05-01
221,home_ranker_aug26,control,2026-05-01
222,home_ranker_aug26,treatment,2026-05-01
223,home_ranker_aug26,control,2026-05-01
224,home_ranker_aug26,treatment,2026-05-01
225,home_ranker_aug26,control,2026-05-01
226,home_ranker_aug26,treatment,2026-05-01
227,home_ranker_aug26,control,2026-05-01
228,home_ranker_aug26,treatment,2026-05-01
229,home_ranker_aug26,control,2026-05-01
230,home_ranker_aug26,treatment,2026-05-01
231,home_ranker_aug26,control,2026-05-01
232,home_ranker_aug26,treatment,2026-05-01
233,home_ranker_aug26,control,2026-05-01
234,home_ranker_aug26,treatment,2026-05-01
235,home_ranker_aug26,control,2026-05-01
236,home_ranker_aug26,treatment,2026-05-01
237,home_ranker_aug26,control,2026-05-01
238,home_ranker_aug26,treatment,2026-05-01
239,home_ranker_aug26,control,2026-05-01
240,home_ranker_aug26,treatment,2026-05-01
241,home_ranker_aug26,control,2026-05-01
242,home_ranker_aug26,treatment,2026-05-01
243,home_ranker_aug26,control,2026-05-01
244,home_ranker_aug26,treatment,2026-05-01
245,home_ranker_aug26,control,2026-05-01
246,home_ranker_aug26,treatment,2026-05-01
247,home_ranker_aug26,control,2026-05-01
248,home_ranker_aug26,treatment,2026-05-01
249,home_ranker_aug26,control,2026-05-01
250,home_ranker_aug26,treatment,2026-05-01
251,home_ranker_aug26,control,2026-05-01
252,home_ranker_aug26,treatment,2026-05-01
253,home_ranker_aug26,control,2026-05-01
254,home_ranker_aug26,treatment,2026-05-01
255,home_ranker_aug26,control,2026-05-01
256,home_ranker_aug26,treatment,2026-05-01
257,home_ranker_aug26,control,2026-05-01
258,home_ranker_aug26,treatment,2026-05-01
259,home_ranker_aug26,control,2026-05-01
260,home_ranker_aug26,treatment,2026-05-01
261,home_ranker_aug26,control,2026-05-01
262,home_ranker_aug26,treatment,2026-05-01
263,home_ranker_aug26,control,2026-05-01
264,home_ranker_aug26,treatment,2026-05-01
265,home_ranker_aug26,control,2026-05-01
266,home_ranker_aug26,treatment,2026-05-01
267,home_ranker_aug26,control,2026-05-01
268,home_ranker_aug26,treatment,2026-05-01
269,home_ranker_aug26,control,2026-05-01
270,home_ranker_aug26,treatment,2026-05-01
271,home_ranker_aug26,control,2026-05-01
272,home_ranker_aug26,treatment,2026-05-01
273,home_ranker_aug26,control,2026-05-01
274,home_ranker_aug26,treatment,2026-05-01
275,home_ranker_aug26,control,2026-05-01
276,home_ranker_aug26,treatment,2026-05-01
277,home_ranker_aug26,control,2026-05-01
278,home_ranker_aug26,treatment,2026-05-01
279,home_ranker_aug26,control,2026-05-01
280,home_ranker_aug26,treatment,2026-05-01
281,home_ranker_aug26,control,2026-05-01
282,home_ranker_aug26,treatment,2026-05-01
283,home_ranker_aug26,control,2026-05-01
284,home_ranker_aug26,treatment,2026-05-01
285,home_ranker_aug26,control,2026-05-01
286,home_ranker_aug26,treatment,2026-05-01
287,home_ranker_aug26,control,2026-05-01
288,home_ranker_aug26,treatment,2026-05-01
289,home_ranker_aug26,control,2026-05-01
290,home_ranker_aug26,treatment,2026-05-01
291,home_ranker_aug26,control,2026-05-01
292,home_ranker_aug26,treatment,2026-05-01
293,home_ranker_aug26,control,2026-05-01
294,home_ranker_aug26,treatment,2026-05-01
295,home_ranker_aug26,control,2026-05-01
296,home_ranker_aug26,treatment,2026-05-01
297,home_ranker_aug26,control,2026-05-01
298,home_ranker_aug26,treatment,2026-05-01
299,home_ranker_aug26,control,2026-05-01
300,home_ranker_aug26,treatment,2026-05-01
301,home_ranker_aug26,control,2026-05-01
302,home_ranker_aug26,treatment,2026-05-01
303,home_ranker_aug26,control,2026-05-01
304,home_ranker_aug26,treatment,2026-05-01
305,home_ranker_aug26,control,2026-05-01
306,home_ranker_aug26,treatment,2026-05-01
307,home_ranker_aug26,control,2026-05-01
308,home_ranker_aug26,treatment,2026-05-01
309,home_ranker_aug26,control,2026-05-01
310,home_ranker_aug26,treatment,2026-05-01
311,home_ranker_aug26,control,2026-05-01
312,home_ranker_aug26,treatment,2026-05-01
313,home_ranker_aug26,control,2026-05-01
314,home_ranker_aug26,treatment,2026-05-01
315,home_ranker_aug26,control,2026-05-01
316,home_ranker_aug26,treatment,2026-05-01
317,home_ranker_aug26,control,2026-05-01
318,home_ranker_aug26,treatment,2026-05-01
319,home_ranker_aug26,control,2026-05-01
320,home_ranker_aug26,treatment,2026-05-01
321,home_ranker_aug26,control,2026-05-01
322,home_ranker_aug26,treatment,2026-05-01
323,home_ranker_aug26,control,2026-05-01
324,home_ranker_aug26,treatment,2026-05-01
325,home_ranker_aug26,control,2026-05-01
326,home_ranker_aug26,treatment,2026-05-01
327,home_ranker_aug26,control,2026-05-01
328,home_ranker_aug26,treatment,2026-05-01
329,home_ranker_aug26,control,2026-05-01
330,home_ranker_aug26,treatment,2026-05-01
331,home_ranker_aug26,control,2026-05-01
332,home_ranker_aug26,treatment,2026-05-01
333,home_ranker_aug26,control,2026-05-01
334,home_ranker_aug26,treatment,2026-05-01
335,home_ranker_aug26,control,2026-05-01
336,home_ranker_aug26,treatment,2026-05-01
337,home_ranker_aug26,control,2026-05-01
338,home_ranker_aug26,treatment,2026-05-01
339,home_ranker_aug26,control,2026-05-01
340,home_ranker_aug26,treatment,2026-05-01
341,home_ranker_aug26,control,2026-05-01
342,home_ranker_aug26,treatment,2026-05-01
343,home_ranker_aug26,control,2026-05-01
344,home_ranker_aug26,treatment,2026-05-01
345,home_ranker_aug26,control,2026-05-01
346,home_ranker_aug26,treatment,2026-05-01
347,home_ranker_aug26,control,2026-05-01
348,home_ranker_aug26,treatment,2026-05-01
349,home_ranker_aug26,control,2026-05-01
350,home_ranker_aug26,treatment,2026-05-01
351,home_ranker_aug26,control,2026-05-01
352,home_ranker_aug26,treatment,2026-05-01
353,home_ranker_aug26,control,2026-05-01
354,home_ranker_aug26,treatment,2026-05-01
355,home_ranker_aug26,control,2026-05-01
356,home_ranker_aug26,treatment,2026-05-01
357,home_ranker_aug26,control,2026-05-01
358,home_ranker_aug26,treatment,2026-05-01
359,home_ranker_aug26,control,2026-05-01
360,home_ranker_aug26,treatment,2026-05-01
361,home_ranker_aug26,control,2026-05-01
362,home_ranker_aug26,treatment,2026-05-01
363,home_ranker_aug26,control,2026-05-01
364,home_ranker_aug26,treatment,2026-05-01
365,home_ranker_aug26,control,2026-05-01
366,home_ranker_aug26,treatment,2026-05-01
367,home_ranker_aug26,control,2026-05-01
368,home_ranker_aug26,treatment,2026-05-01
369,home_ranker_aug26,control,2026-05-01
370,home_ranker_aug26,treatment,2026-05-01
371,home_ranker_aug26,control,2026-05-01
372,home_ranker_aug26,treatment,2026-05-01
373,home_ranker_aug26,control,2026-05-01
374,home_ranker_aug26,treatment,2026-05-01
375,home_ranker_aug26,control,2026-05-01
376,home_ranker_aug26,treatment,2026-05-01
377,home_ranker_aug26,control,2026-05-01
378,home_ranker_aug26,treatment,2026-05-01
379,home_ranker_aug26,control,2026-05-01
380,home_ranker_aug26,treatment,2026-05-01
381,home_ranker_aug26,control,2026-05-01
382,home_ranker_aug26,treatment,2026-05-01
383,home_ranker_aug26,control,2026-05-01
384,home_ranker_aug26,treatment,2026-05-01
385,home_ranker_aug26,control,2026-05-01
386,home_ranker_aug26,treatment,2026-05-01
387,home_ranker_aug26,control,2026-05-01
388,home_ranker_aug26,treatment,2026-05-01
389,home_ranker_aug26,control,2026-05-01
390,home_ranker_aug26,treatment,2026-05-01
391,home_ranker_aug26,control,2026-05-01
392,home_ranker_aug26,treatment,2026-05-01
393,home_ranker_aug26,control,2026-05-01
394,home_ranker_aug26,treatment,2026-05-01
395,home_ranker_aug26,control,2026-05-01
396,home_ranker_aug26,treatment,2026-05-01
397,home_ranker_aug26,control,2026-05-01
398,home_ranker_aug26,treatment,2026-05-01
399,home_ranker_aug26,control,2026-05-01
400,home_ranker_aug26,treatment,2026-05-01
401,home_ranker_aug26,control,2026-05-01
402,home_ranker_aug26,treatment,2026-05-01
403,home_ranker_aug26,control,2026-05-01
404,home_ranker_aug26,treatment,2026-05-01
405,home_ranker_aug26,control,2026-05-01
406,home_ranker_aug26,treatment,2026-05-01
407,home_ranker_aug26,control,2026-05-01
408,home_ranker_aug26,treatment,2026-05-01
409,home_ranker_aug26,control,2026-05-01
410,home_ranker_aug26,treatment,2026-05-01
411,home_ranker_aug26,control,2026-05-01
412,home_ranker_aug26,treatment,2026-05-01
413,home_ranker_aug26,control,2026-05-01
414,home_ranker_aug26,treatment,2026-05-01
415,home_ranker_aug26,control,2026-05-01
416,home_ranker_aug26,treatment,2026-05-01
417,home_ranker_aug26,control,2026-05-01
418,home_ranker_aug26,treatment,2026-05-01
419,home_ranker_aug26,control,2026-05-01
420,home_ranker_aug26,treatment,2026-05-01
421,home_ranker_aug26,control,2026-05-01
422,home_ranker_aug26,treatment,2026-05-01
423,home_ranker_aug26,control,2026-05-01
424,home_ranker_aug26,treatment,2026-05-01
425,home_ranker_aug26,control,2026-05-01
426,home_ranker_aug26,treatment,2026-05-01
427,home_ranker_aug26,control,2026-05-01
428,home_ranker_aug26,treatment,2026-05-01
429,home_ranker_aug26,control,2026-05-01
430,home_ranker_aug26,treatment,2026-05-01
431,home_ranker_aug26,control,2026-05-01
432,home_ranker_aug26,treatment,2026-05-01
433,home_ranker_aug26,control,2026-05-01
434,home_ranker_aug26,treatment,2026-05-01
435,home_ranker_aug26,control,2026-05-01
436,home_ranker_aug26,treatment,2026-05-01
437,home_ranker_aug26,control,2026-05-01
438,home_ranker_aug26,treatment,2026-05-01
439,home_ranker_aug26,control,2026-05-01
440,home_ranker_aug26,treatment,2026-05-01
441,home_ranker_aug26,control,2026-05-01
442,home_ranker_aug26,treatment,2026-05-01
443,home_ranker_aug26,control,2026-05-01
444,home_ranker_aug26,treatment,2026-05-01
445,home_ranker_aug26,control,2026-05-01
446,home_ranker_aug26,treatment,2026-05-01
447,home_ranker_aug26,control,2026-05-01
448,home_ranker_aug26,treatment,2026-05-01
449,home_ranker_aug26,control,2026-05-01
450,home_ranker_aug26,treatment,2026-05-01
451,home_ranker_aug26,control,2026-05-01
452,home_ranker_aug26,treatment,2026-05-01
453,home_ranker_aug26,control,2026-05-01
454,home_ranker_aug26,treatment,2026-05-01
455,home_ranker_aug26,control,2026-05-01
456,home_ranker_aug26,treatment,2026-05-01
457,home_ranker_aug26,control,2026-05-01
458,home_ranker_aug26,treatment,2026-05-01
459,home_ranker_aug26,control,2026-05-01
460,home_ranker_aug26,treatment,2026-05-01
461,home_ranker_aug26,control,2026-05-01
462,home_ranker_aug26,treatment,2026-05-01
463,home_ranker_aug26,control,2026-05-01
464,home_ranker_aug26,treatment,2026-05-01
465,home_ranker_aug26,control,2026-05-01
466,home_ranker_aug26,treatment,2026-05-01
467,home_ranker_aug26,control,2026-05-01
468,home_ranker_aug26,treatment,2026-05-01
469,home_ranker_aug26,control,2026-05-01
470,home_ranker_aug26,treatment,2026-05-01
471,home_ranker_aug26,control,2026-05-01
472,home_ranker_aug26,treatment,2026-05-01
473,home_ranker_aug26,control,2026-05-01
474,home_ranker_aug26,treatment,2026-05-01
475,home_ranker_aug26,control,2026-05-01
476,home_ranker_aug26,treatment,2026-05-01
477,home_ranker_aug26,control,2026-05-01
478,home_ranker_aug26,treatment,2026-05-01
479,home_ranker_aug26,control,2026-05-01
480,home_ranker_aug26,treatment,2026-05-01
481,home_ranker_aug26,control,2026-05-01
482,home_ranker_aug26,treatment,2026-05-01
483,home_ranker_aug26,control,2026-05-01
484,home_ranker_aug26,treatment,2026-05-01
485,home_ranker_aug26,control,2026-05-01
486,home_ranker_aug26,treatment,2026-05-01
487,home_ranker_aug26,control,2026-05-01
488,home_ranker_aug26,treatment,2026-05-01
489,home_ranker_aug26,control,2026-05-01
490,home_ranker_aug26,treatment,2026-05-01
491,home_ranker_aug26,control,2026-05-01
492,home_ranker_aug26,treatment,2026-05-01
493,home_ranker_aug26,control,2026-05-01
494,home_ranker_aug26,treatment,2026-05-01
495,home_ranker_aug26,control,2026-05-01
496,home_ranker_aug26,treatment,2026-05-01
497,home_ranker_aug26,control,2026-05-01
498,home_ranker_aug26,treatment,2026-05-01
499,home_ranker_aug26,control,2026-05-01
500,home_ranker_aug26,treatment,2026-05-01
501,home_ranker_aug26,control,2026-05-01
502,home_ranker_aug26,treatment,2026-05-01
503,home_ranker_aug26,control,2026-05-01
504,home_ranker_aug26,treatment,2026-05-01
505,home_ranker_aug26,control,2026-05-01
506,home_ranker_aug26,treatment,2026-05-01
507,home_ranker_aug26,control,2026-05-01
508,home_ranker_aug26,treatment,2026-05-01
509,home_ranker_aug26,control,2026-05-01
510,home_ranker_aug26,treatment,2026-05-01
511,home_ranker_aug26,control,2026-05-01
512,home_ranker_aug26,treatment,2026-05-01
513,home_ranker_aug26,control,2026-05-01
514,home_ranker_aug26,treatment,2026-05-01
515,home_ranker_aug26,control,2026-05-01
516,home_ranker_aug26,treatment,2026-05-01
517,home_ranker_aug26,control,2026-05-01
518,home_ranker_aug26,treatment,2026-05-01
519,home_ranker_aug26,control,2026-05-01
520,home_ranker_aug26,treatment,2026-05-01
521,home_ranker_aug26,control,2026-05-01
522,home_ranker_aug26,treatment,2026-05-01
523,home_ranker_aug26,control,2026-05-01
524,home_ranker_aug26,treatment,2026-05-01
525,home_ranker_aug26,control,2026-05-01
526,home_ranker_aug26,treatment,2026-05-01
527,home_ranker_aug26,control,2026-05-01
528,home_ranker_aug26,treatment,2026-05-01
529,home_ranker_aug26,control,2026-05-01
530,home_ranker_aug26,treatment,2026-05-01
531,home_ranker_aug26,control,2026-05-01
532,home_ranker_aug26,treatment,2026-05-01
533,home_ranker_aug26,control,2026-05-01
534,home_ranker_aug26,treatment,2026-05-01
535,home_ranker_aug26,control,2026-05-01
536,home_ranker_aug26,treatment,2026-05-01
537,home_ranker_aug26,control,2026-05-01
538,home_ranker_aug26,treatment,2026-05-01
539,home_ranker_aug26,control,2026-05-01
540,home_ranker_aug26,treatment,2026-05-01
541,home_ranker_aug26,control,2026-05-01
542,home_ranker_aug26,treatment,2026-05-01
543,home_ranker_aug26,control,2026-05-01
544,home_ranker_aug26,treatment,2026-05-01
545,home_ranker_aug26,control,2026-05-01
546,home_ranker_aug26,treatment,2026-05-01
547,home_ranker_aug26,control,2026-05-01
548,home_ranker_aug26,treatment,2026-05-01
549,home_ranker_aug26,control,2026-05-01
550,home_ranker_aug26,treatment,2026-05-01
551,home_ranker_aug26,control,2026-05-01
552,home_ranker_aug26,treatment,2026-05-01
553,home_ranker_aug26,control,2026-05-01
554,home_ranker_aug26,treatment,2026-05-01
555,home_ranker_aug26,control,2026-05-01
556,home_ranker_aug26,treatment,2026-05-01
557,home_ranker_aug26,control,2026-05-01
558,home_ranker_aug26,treatment,2026-05-01
559,home_ranker_aug26,control,2026-05-01
560,home_ranker_aug26,treatment,2026-05-01
561,home_ranker_aug26,control,2026-05-01
562,home_ranker_aug26,treatment,2026-05-01
563,home_ranker_aug26,control,2026-05-01
564,home_ranker_aug26,treatment,2026-05-01
565,home_ranker_aug26,control,2026-05-01
566,home_ranker_aug26,treatment,2026-05-01
567,home_ranker_aug26,control,2026-05-01
568,home_ranker_aug26,treatment,2026-05-01
569,home_ranker_aug26,control,2026-05-01
570,home_ranker_aug26,treatment,2026-05-01
571,home_ranker_aug26,control,2026-05-01
572,home_ranker_aug26,treatment,2026-05-01
573,home_ranker_aug26,control,2026-05-01
574,home_ranker_aug26,treatment,2026-05-01
575,home_ranker_aug26,control,2026-05-01
576,home_ranker_aug26,treatment,2026-05-01
577,home_ranker_aug26,control,2026-05-01
578,home_ranker_aug26,treatment,2026-05-01
579,home_ranker_aug26,control,2026-05-01
580,home_ranker_aug26,treatment,2026-05-01
581,home_ranker_aug26,control,2026-05-01
582,home_ranker_aug26,treatment,2026-05-01
583,home_ranker_aug26,control,2026-05-01
584,home_ranker_aug26,treatment,2026-05-01
585,home_ranker_aug26,control,2026-05-01
586,home_ranker_aug26,treatment,2026-05-01
587,home_ranker_aug26,control,2026-05-01
588,home_ranker_aug26,treatment,2026-05-01
589,home_ranker_aug26,control,2026-05-01
590,home_ranker_aug26,treatment,2026-05-01
591,home_ranker_aug26,control,2026-05-01
592,home_ranker_aug26,treatment,2026-05-01
593,home_ranker_aug26,control,2026-05-01
594,home_ranker_aug26,treatment,2026-05-01
595,home_ranker_aug26,control,2026-05-01
596,home_ranker_aug26,treatment,2026-05-01
597,home_ranker_aug26,control,2026-05-01
598,home_ranker_aug26,treatment,2026-05-01
599,home_ranker_aug26,control,2026-05-01
600,home_ranker_aug26,treatment,2026-05-01
601,home_ranker_aug26,control,2026-05-01
602,home_ranker_aug26,treatment,2026-05-01
603,home_ranker_aug26,control,2026-05-01
604,home_ranker_aug26,treatment,2026-05-01
605,home_ranker_aug26,control,2026-05-01
606,home_ranker_aug26,treatment,2026-05-01
607,home_ranker_aug26,control,2026-05-01
608,home_ranker_aug26,treatment,2026-05-01
609,home_ranker_aug26,control,2026-05-01
610,home_ranker_aug26,treatment,2026-05-01
611,home_ranker_aug26,control,2026-05-01
612,home_ranker_aug26,treatment,2026-05-01
613,home_ranker_aug26,control,2026-05-01
614,home_ranker_aug26,treatment,2026-05-01
615,home_ranker_aug26,control,2026-05-01
616,home_ranker_aug26,treatment,2026-05-01
617,home_ranker_aug26,control,2026-05-01
618,home_ranker_aug26,treatment,2026-05-01
619,home_ranker_aug26,control,2026-05-01
620,home_ranker_aug26,treatment,2026-05-01
621,home_ranker_aug26,control,2026-05-01
622,home_ranker_aug26,treatment,2026-05-01
623,home_ranker_aug26,control,2026-05-01
624,home_ranker_aug26,treatment,2026-05-01
625,home_ranker_aug26,control,2026-05-01
626,home_ranker_aug26,treatment,2026-05-01
627,home_ranker_aug26,control,2026-05-01
628,home_ranker_aug26,treatment,2026-05-01
629,home_ranker_aug26,control,2026-05-01
630,home_ranker_aug26,treatment,2026-05-01
631,home_ranker_aug26,control,2026-05-01
632,home_ranker_aug26,treatment,2026-05-01
633,home_ranker_aug26,control,2026-05-01
634,home_ranker_aug26,treatment,2026-05-01
